player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def,Name,Concussion
Steve Rucchin (C),Mighty Ducks of Anaheim,38,7,16,23,0.61,6,-3,https://www.eliteprospects.com/player/8555/steve-rucchin,2001-02,nhl,Steve Rucchin ,C,FW,0,0
Mark Messier (C),New York Rangers,41,7,16,23,0.56,32,-1,https://www.eliteprospects.com/player/21309/mark-messier,2001-02,nhl,Mark Messier ,C,FW,0,0
Patrik Stefan (C),Atlanta Thrashers,59,7,16,23,0.39,22,-4,https://www.eliteprospects.com/player/3666/patrik-stefan,2001-02,nhl,Patrik Stefan ,C,FW,0,0
Vaclav Varada (RW),Buffalo Sabres,76,7,16,23,0.30,82,-7,https://www.eliteprospects.com/player/8661/vaclav-varada,2001-02,nhl,Vaclav Varada ,RW,FW,0,0
Marek Malík (D),Carolina Hurricanes,82,4,19,23,0.28,88,8,https://www.eliteprospects.com/player/1907/marek-malik,2001-02,nhl,Marek Malík ,D,DEF,0,0
Bryan Berard (D),New York Rangers,82,2,21,23,0.28,60,-1,https://www.eliteprospects.com/player/9078/bryan-berard,2001-02,nhl,Bryan Berard ,D,DEF,0,0
Krys Kolanos (C/W),Phoenix Coyotes,57,11,11,22,0.39,48,6,https://www.eliteprospects.com/player/8716/krys-kolanos,2001-02,nhl,Krys Kolanos ,C/W,FW,0,0
Pascal Rhéaume (C/LW),totals,61,11,11,22,0.36,29,-4,https://www.eliteprospects.com/player/9743/pascal-rheaume,2001-02,nhl,Pascal Rhéaume ,C/LW,FW,0,0
Brad May (LW),Phoenix Coyotes,72,10,12,22,0.31,95,11,https://www.eliteprospects.com/player/8971/brad-may,2001-02,nhl,Brad May ,LW,FW,0,0
Vyacheslav Kozlov (LW),Buffalo Sabres,38,9,13,22,0.58,16,0,https://www.eliteprospects.com/player/8544/vyacheslav-kozlov,2001-02,nhl,Vyacheslav Kozlov ,LW,FW,0,0
Matt Bradley (RW/LW),San Jose Sharks,54,9,13,22,0.41,43,22,https://www.eliteprospects.com/player/9093/matt-bradley,2001-02,nhl,Matt Bradley ,RW/LW,FW,0,0
Todd Harvey (RW),San Jose Sharks,69,9,13,22,0.32,73,16,https://www.eliteprospects.com/player/9044/todd-harvey,2001-02,nhl,Todd Harvey ,RW,FW,0,0
Tomi Kallio (RW),Atlanta Thrashers,60,8,14,22,0.37,12,-8,https://www.eliteprospects.com/player/2092/tomi-kallio,2001-02,nhl,Tomi Kallio ,RW,FW,0,0
Shawn Horcoff (C),Edmonton Oilers,61,8,14,22,0.36,18,3,https://www.eliteprospects.com/player/4375/shawn-horcoff,2001-02,nhl,Shawn Horcoff ,C,FW,0,0
Ian Laperrière (RW),Los Angeles Kings,81,8,14,22,0.27,125,5,https://www.eliteprospects.com/player/8987/ian-laperriere,2001-02,nhl,Ian Laperrière ,RW,FW,0,0
Chris Phillips (D),Ottawa Senators,63,6,16,22,0.35,29,5,https://www.eliteprospects.com/player/4719/chris-phillips,2001-02,nhl,Chris Phillips ,D,DEF,0,0
Hal Gill (D),Boston Bruins,79,4,18,22,0.28,77,16,https://www.eliteprospects.com/player/8718/hal-gill,2001-02,nhl,Hal Gill ,D,DEF,0,0
Bryan Marchment (D),San Jose Sharks,72,2,20,22,0.31,178,22,https://www.eliteprospects.com/player/8966/bryan-marchment,2001-02,nhl,Bryan Marchment ,D,DEF,0,0
Stacy Roest (C),Minnesota Wild,58,10,11,21,0.36,8,-3,https://www.eliteprospects.com/player/10835/stacy-roest,2001-02,nhl,Stacy Roest ,C,FW,0,0
Dmitri Khristich (RW),Washington Capitals,61,9,12,21,0.34,12,2,https://www.eliteprospects.com/player/21561/dmitri-khristich,2001-02,nhl,Dmitri Khristich ,RW,FW,0,0
Claude Lapointe (C),New York Islanders,80,9,12,21,0.26,60,-9,https://www.eliteprospects.com/player/27534/claude-lapointe,2001-02,nhl,Claude Lapointe ,C,FW,0,0
Richard Matvichuk (D),Dallas Stars,82,9,12,21,0.26,52,11,https://www.eliteprospects.com/player/8970/richard-matvichuk,2001-02,nhl,Richard Matvichuk ,D,DEF,0,0
Shaun Van Allen (C),totals,73,8,13,21,0.29,26,0,https://www.eliteprospects.com/player/42653/shaun-van-allen,2001-02,nhl,Shaun Van Allen ,C,FW,0,0
Matthew Barnaby (RW/LW),totals,77,8,13,21,0.27,214,-10,https://www.eliteprospects.com/player/9073/matthew-barnaby,2001-02,nhl,Matthew Barnaby ,RW/LW,FW,0,0
Valeri Kamensky (LW),totals,54,7,14,21,0.39,20,1,https://www.eliteprospects.com/player/21350/valeri-kamensky,2001-02,nhl,Valeri Kamensky ,LW,FW,0,0
Lubomir Visnovsky (D),Los Angeles Kings,72,4,17,21,0.29,14,-5,https://www.eliteprospects.com/player/8592/lubomir-visnovsky,2001-02,nhl,Lubomir Visnovsky ,D,DEF,0,0
Taylor Pyatt (LW),Buffalo Sabres,48,10,10,20,0.42,35,4,https://www.eliteprospects.com/player/5372/taylor-pyatt,2001-02,nhl,Taylor Pyatt ,LW,FW,0,0
Tom Fitzgerald (RW),totals,78,8,12,20,0.26,39,-7,https://www.eliteprospects.com/player/9154/tom-fitzgerald,2001-02,nhl,Tom Fitzgerald ,RW,FW,0,0
Mathieu Dandenault (D/RW),Detroit Red Wings,81,8,12,20,0.25,44,-5,https://www.eliteprospects.com/player/8763/mathieu-dandenault,2001-02,nhl,Mathieu Dandenault ,D/RW,DEF,0,0
Greg de Vries (D),Colorado Avalanche,82,8,12,20,0.24,57,18,https://www.eliteprospects.com/player/8557/greg-de-vries,2001-02,nhl,Greg de Vries ,D,DEF,0,0
Pat Verbeek (RW),Dallas Stars,64,7,13,20,0.31,72,-4,https://www.eliteprospects.com/player/21310/pat-verbeek,2001-02,nhl,Pat Verbeek ,RW,FW,0,0
Rob Niedermayer (RW/C),Calgary Flames,57,6,14,20,0.35,49,-15,https://www.eliteprospects.com/player/8536/rob-niedermayer,2001-02,nhl,Rob Niedermayer ,RW/C,FW,0,0
Samuel Påhlsson (C),Mighty Ducks of Anaheim,80,6,14,20,0.25,26,-16,https://www.eliteprospects.com/player/732/samuel-pahlsson,2001-02,nhl,Samuel Påhlsson ,C,FW,0,0
Marcus Ragnarsson (D),San Jose Sharks,70,5,15,20,0.29,44,4,https://www.eliteprospects.com/player/733/marcus-ragnarsson,2001-02,nhl,Marcus Ragnarsson ,D,DEF,0,0
Jon Klemm (D),Chicago Blackhawks,82,4,16,20,0.24,42,-3,https://www.eliteprospects.com/player/9017/jon-klemm,2001-02,nhl,Jon Klemm ,D,DEF,0,0
Jan Bulis (C/LW),Montréal Canadiens,53,9,10,19,0.36,8,-2,https://www.eliteprospects.com/player/8368/jan-bulis,2001-02,nhl,Jan Bulis ,C/LW,FW,0,0
Tie Domi (RW),Toronto Maple Leafs,74,9,10,19,0.26,157,3,https://www.eliteprospects.com/player/9138/tie-domi,2001-02,nhl,Tie Domi ,RW,FW,0,0
Erik Rasmussen (C),Buffalo Sabres,69,8,11,19,0.28,34,-1,https://www.eliteprospects.com/player/8868/erik-rasmussen,2001-02,nhl,Erik Rasmussen ,C,FW,0,0
Patric Kjellberg (LW),totals,77,8,11,19,0.25,16,-12,https://www.eliteprospects.com/player/720/patric-kjellberg,2001-02,nhl,Patric Kjellberg ,LW,FW,0,0
Landon Wilson (RW),Phoenix Coyotes,47,7,12,19,0.40,46,4,https://www.eliteprospects.com/player/10833/landon-wilson,2001-02,nhl,Landon Wilson ,RW,FW,0,0
Dmitri Yushkevich (D),Toronto Maple Leafs,55,6,13,19,0.35,26,14,https://www.eliteprospects.com/player/18636/dmitri-yushkevich,2001-02,nhl,Dmitri Yushkevich ,D,DEF,0,0
Jeff Halpern (C),Washington Capitals,48,5,14,19,0.40,29,-9,https://www.eliteprospects.com/player/8776/jeff-halpern,2001-02,nhl,Jeff Halpern ,C,FW,0,0
Dan McGillis (D),Philadelphia Flyers,75,5,14,19,0.25,46,17,https://www.eliteprospects.com/player/9670/dan-mcgillis,2001-02,nhl,Dan McGillis ,D,DEF,0,0
Georges Laraque (RW),Edmonton Oilers,80,5,14,19,0.24,157,6,https://www.eliteprospects.com/player/5693/georges-laraque,2001-02,nhl,Georges Laraque ,RW,FW,0,0
Dick Tärnström (D),New York Islanders,62,3,16,19,0.31,38,-12,https://www.eliteprospects.com/player/744/dick-tarnstrom,2001-02,nhl,Dick Tärnström ,D,DEF,0,0
Mikko Eloranta (LW),totals,77,9,9,18,0.23,56,-1,https://www.eliteprospects.com/player/2686/mikko-eloranta,2001-02,nhl,Mikko Eloranta ,LW,FW,0,0
Valeri Bure (RW),Florida Panthers,31,8,10,18,0.58,12,-3,https://www.eliteprospects.com/player/9675/valeri-bure,2001-02,nhl,Valeri Bure ,RW,FW,0,0
Mike Ribeiro (C),Montréal Canadiens,43,8,10,18,0.42,12,-11,https://www.eliteprospects.com/player/8715/mike-ribeiro,2001-02,nhl,Mike Ribeiro ,C,FW,0,0
Shjon Podein (LW),totals,64,8,10,18,0.28,41,2,https://www.eliteprospects.com/player/3644/shjon-podein,2001-02,nhl,Shjon Podein ,LW,FW,0,0
Toby Petersen (C),Pittsburgh Penguins,79,8,10,18,0.23,4,-15,https://www.eliteprospects.com/player/8915/toby-petersen,2001-02,nhl,Toby Petersen ,C,FW,0,0
Jason Blake (LW/C),New York Islanders,82,8,10,18,0.22,36,-11,https://www.eliteprospects.com/player/8782/jason-blake,2001-02,nhl,Jason Blake ,LW/C,FW,0,0
Randy McKay (RW),totals,69,7,11,18,0.26,72,4,https://www.eliteprospects.com/player/31999/randy-mckay,2001-02,nhl,Randy McKay ,RW,FW,0,0
Donald Audette (RW),totals,33,5,13,18,0.55,20,3,https://www.eliteprospects.com/player/52329/donald-audette,2001-02,nhl,Donald Audette ,RW,FW,0,0
Jeff Jillson (D),San Jose Sharks,48,5,13,18,0.38,29,2,https://www.eliteprospects.com/player/9030/jeff-jillson,2001-02,nhl,Jeff Jillson ,D,DEF,0,0
Jaroslav Spacek (D),totals,74,5,13,18,0.24,53,-4,https://www.eliteprospects.com/player/1668/jaroslav-spacek,2001-02,nhl,Jaroslav Spacek ,D,DEF,0,0
Jason Smith (D),Edmonton Oilers,74,5,13,18,0.24,103,14,https://www.eliteprospects.com/player/8883/jason-smith,2001-02,nhl,Jason Smith ,D,DEF,0,0
Glen Wesley (D),Carolina Hurricanes,77,5,13,18,0.23,56,-8,https://www.eliteprospects.com/player/8819/glen-wesley,2001-02,nhl,Glen Wesley ,D,DEF,0,0
Boris Mironov (D),Chicago Blackhawks,64,4,14,18,0.28,68,15,https://www.eliteprospects.com/player/21563/boris-mironov,2001-02,nhl,Boris Mironov ,D,DEF,0,0
Sami Salo (D),Ottawa Senators,66,4,14,18,0.27,14,1,https://www.eliteprospects.com/player/2672/sami-salo,2001-02,nhl,Sami Salo ,D,DEF,0,0
Clarke Wilm (C),Calgary Flames,66,4,14,18,0.27,61,-1,https://www.eliteprospects.com/player/8829/clarke-wilm,2001-02,nhl,Clarke Wilm ,C,FW,0,0
Nick Boynton (D),Boston Bruins,80,4,14,18,0.23,107,18,https://www.eliteprospects.com/player/8752/nick-boynton,2001-02,nhl,Nick Boynton ,D,DEF,0,0
Karel Rachunek (D),Ottawa Senators,51,3,15,18,0.35,24,7,https://www.eliteprospects.com/player/9629/karel-rachunek,2001-02,nhl,Karel Rachunek ,D,DEF,0,0
Steve Duchesne (D),Detroit Red Wings,64,3,15,18,0.28,28,3,https://www.eliteprospects.com/player/21626/steve-duchesne,2001-02,nhl,Steve Duchesne ,D,DEF,0,0
Don Sweeney (D),Boston Bruins,81,3,15,18,0.22,35,22,https://www.eliteprospects.com/player/32732/don-sweeney,2001-02,nhl,Don Sweeney ,D,DEF,0,0
Daniel Tjärnqvist (D),Atlanta Thrashers,75,2,16,18,0.24,14,-22,https://www.eliteprospects.com/player/695/daniel-tjarnqvist,2001-02,nhl,Daniel Tjärnqvist ,D,DEF,0,0
Lyle Odelein (D),totals,77,2,16,18,0.23,93,-28,https://www.eliteprospects.com/player/8937/lyle-odelein,2001-02,nhl,Lyle Odelein ,D,DEF,0,0
Chris Clark (RW),Calgary Flames,64,10,7,17,0.27,79,-12,https://www.eliteprospects.com/player/8766/chris-clark,2001-02,nhl,Chris Clark ,RW,FW,0,0
Chris Neil (RW),Ottawa Senators,72,10,7,17,0.24,231,5,https://www.eliteprospects.com/player/8949/chris-neil,2001-02,nhl,Chris Neil ,RW,FW,0,0
Jamal Mayers (RW),St. Louis Blues,77,9,8,17,0.22,99,9,https://www.eliteprospects.com/player/5373/jamal-mayers,2001-02,nhl,Jamal Mayers ,RW,FW,0,0
Scott Nichol (C),Calgary Flames,60,8,9,17,0.28,107,-9,https://www.eliteprospects.com/player/8748/scott-nichol,2001-02,nhl,Scott Nichol ,C,FW,0,0
Dan Bylsma (RW),Mighty Ducks of Anaheim,77,8,9,17,0.22,28,5,https://www.eliteprospects.com/player/32585/dan-bylsma,2001-02,nhl,Dan Bylsma ,RW,FW,0,0
Mike Eastwood (C),St. Louis Blues,71,7,10,17,0.24,41,-2,https://www.eliteprospects.com/player/69415/mike-eastwood,2001-02,nhl,Mike Eastwood ,C,FW,0,0
Aaron Gavey (C),Minnesota Wild,71,6,11,17,0.24,38,-21,https://www.eliteprospects.com/player/9684/aaron-gavey,2001-02,nhl,Aaron Gavey ,C,FW,0,0
Kevyn Adams (C),totals,77,6,11,17,0.22,43,-5,https://www.eliteprospects.com/player/8743/kevyn-adams,2001-02,nhl,Kevyn Adams ,C,FW,0,0
Mike Keane (RW),totals,78,6,11,17,0.22,38,-4,https://www.eliteprospects.com/player/25136/mike-keane,2001-02,nhl,Mike Keane ,RW,FW,0,0
Dan LaCouture (LW),Pittsburgh Penguins,82,6,11,17,0.21,71,-19,https://www.eliteprospects.com/player/8983/dan-lacouture,2001-02,nhl,Dan LaCouture ,LW,FW,0,0
Mike Rathje (D),San Jose Sharks,52,5,12,17,0.33,48,23,https://www.eliteprospects.com/player/8844/mike-rathje,2001-02,nhl,Mike Rathje ,D,DEF,0,0
Stéphane Yelle (C),Colorado Avalanche,73,5,12,17,0.23,48,1,https://www.eliteprospects.com/player/8795/stephane-yelle,2001-02,nhl,Stéphane Yelle ,C,FW,0,0
Aaron Miller (D),Los Angeles Kings,74,5,12,17,0.23,54,14,https://www.eliteprospects.com/player/8980/aaron-miller,2001-02,nhl,Aaron Miller ,D,DEF,0,0
Radoslav Suchý (D),Phoenix Coyotes,81,4,13,17,0.21,10,25,https://www.eliteprospects.com/player/8621/radoslav-suchy,2001-02,nhl,Radoslav Suchý ,D,DEF,0,0
Karlis Skrastins (D),Nashville Predators,82,4,13,17,0.21,36,-12,https://www.eliteprospects.com/player/5531/karlis-skrastins,2001-02,nhl,Karlis Skrastins ,D,DEF,0,0
Brad Ference (D),Florida Panthers,80,2,15,17,0.21,254,-13,https://www.eliteprospects.com/player/8728/brad-ference,2001-02,nhl,Brad Ference ,D,DEF,0,0
Glen Metropolit (C),totals,35,1,16,17,0.49,6,1,https://www.eliteprospects.com/player/3587/glen-metropolit,2001-02,nhl,Glen Metropolit ,C,FW,0,0
Scott Stevens (D),New Jersey Devils,82,1,16,17,0.21,44,15,https://www.eliteprospects.com/player/21375/scott-stevens,2001-02,nhl,Scott Stevens ,D,DEF,0,0
Geoff Sanderson (LW),Columbus Blue Jackets,42,11,5,16,0.38,12,-15,https://www.eliteprospects.com/player/8780/geoff-sanderson,2001-02,nhl,Geoff Sanderson ,LW,FW,0,0
Ethan Moreau (LW),Edmonton Oilers,80,11,5,16,0.20,81,4,https://www.eliteprospects.com/player/8703/ethan-moreau,2001-02,nhl,Ethan Moreau ,LW,FW,0,0
Milan Kraft (C),Pittsburgh Penguins,68,8,8,16,0.24,16,-9,https://www.eliteprospects.com/player/9630/milan-kraft,2001-02,nhl,Milan Kraft ,C,FW,0,0
Ken Klee (D),Washington Capitals,68,8,8,16,0.24,38,4,https://www.eliteprospects.com/player/9016/ken-klee,2001-02,nhl,Ken Klee ,D,DEF,0,0
Serge Aubin (C/LW),Columbus Blue Jackets,71,8,8,16,0.23,32,-20,https://www.eliteprospects.com/player/8785/serge-aubin,2001-02,nhl,Serge Aubin ,C/LW,FW,0,0
Rostislav Klesla (D),Columbus Blue Jackets,75,8,8,16,0.21,74,-6,https://www.eliteprospects.com/player/8622/rostislav-klesla,2001-02,nhl,Rostislav Klesla ,D,DEF,0,0
Brad Chartrand (RW),Los Angeles Kings,46,7,9,16,0.35,40,5,https://www.eliteprospects.com/player/38317/brad-chartrand,2001-02,nhl,Brad Chartrand ,RW,FW,0,0
André Roy (LW),totals,65,7,9,16,0.25,211,-2,https://www.eliteprospects.com/player/8924/andre-roy,2001-02,nhl,André Roy ,LW,FW,0,0
Mikael Samuelsson (RW),New York Rangers,67,6,10,16,0.24,23,10,https://www.eliteprospects.com/player/736/mikael-samuelsson,2001-02,nhl,Mikael Samuelsson ,RW,FW,0,0
Stéphane Quintal (D),Montréal Canadiens,75,6,10,16,0.21,87,-7,https://www.eliteprospects.com/player/9667/stephane-quintal,2001-02,nhl,Stéphane Quintal ,D,DEF,0,0
Alyn McCauley (C/LW),Toronto Maple Leafs,82,6,10,16,0.20,18,10,https://www.eliteprospects.com/player/8974/alyn-mccauley,2001-02,nhl,Alyn McCauley ,C/LW,FW,0,0
Bret Hedican (D),totals,57,5,11,16,0.28,22,-1,https://www.eliteprospects.com/player/9045/bret-hedican,2001-02,nhl,Bret Hedican ,D,DEF,0,0
Jamie Wright (LW),Calgary Flames,44,4,12,16,0.36,20,6,https://www.eliteprospects.com/player/8486/jamie-wright,2001-02,nhl,Jamie Wright ,LW,FW,0,0
David Tanabe (D),Carolina Hurricanes,78,1,15,16,0.21,35,-13,https://www.eliteprospects.com/player/8773/david-tanabe,2001-02,nhl,David Tanabe ,D,DEF,0,0
Steve Thomas (RW),Chicago Blackhawks,34,11,4,15,0.44,17,0,https://www.eliteprospects.com/player/30687/steve-thomas,2001-02,nhl,Steve Thomas ,RW,FW,0,0
Josh Green (C/LW),Edmonton Oilers,61,10,5,15,0.25,52,9,https://www.eliteprospects.com/player/10223/josh-green,2001-02,nhl,Josh Green ,C/LW,FW,0,0
Trent Klatt (RW),Vancouver Canucks,34,8,7,15,0.44,10,9,https://www.eliteprospects.com/player/69566/trent-klatt,2001-02,nhl,Trent Klatt ,RW,FW,0,0
Shean Donovan (RW),totals,61,8,7,15,0.25,44,-21,https://www.eliteprospects.com/player/8571/shean-donovan,2001-02,nhl,Shean Donovan ,RW,FW,0,0
Benoit Hogue (C),totals,58,7,8,15,0.26,37,-5,https://www.eliteprospects.com/player/31877/benoit-hogue,2001-02,nhl,Benoit Hogue ,C,FW,0,0
Garry Valk (LW/RW),Toronto Maple Leafs,63,5,10,15,0.24,28,2,https://www.eliteprospects.com/player/66981/garry-valk,2001-02,nhl,Garry Valk ,LW/RW,FW,0,0
Éric Messier (D/LW),Colorado Avalanche,74,5,10,15,0.20,26,-5,https://www.eliteprospects.com/player/24171/eric-messier,2001-02,nhl,Éric Messier ,D/LW,DEF,0,0
Bill Lindsay (LW),totals,76,5,10,15,0.20,140,-11,https://www.eliteprospects.com/player/27298/bill-lindsay,2001-02,nhl,Bill Lindsay ,LW,FW,0,0
Robert Kron (LW),Columbus Blue Jackets,59,4,11,15,0.25,4,-14,https://www.eliteprospects.com/player/32119/robert-kron,2001-02,nhl,Robert Kron ,LW,FW,0,0
Juha Ylönen (C),totals,80,4,11,15,0.19,10,-11,https://www.eliteprospects.com/player/2704/juha-ylonen,2001-02,nhl,Juha Ylönen ,C,FW,0,0
Mats Lindgren (C),New York Islanders,59,3,12,15,0.25,16,0,https://www.eliteprospects.com/player/724/mats-lindgren,2001-02,nhl,Mats Lindgren ,C,FW,0,0
Per Svartvadet (C),Atlanta Thrashers,78,3,12,15,0.19,24,-12,https://www.eliteprospects.com/player/741/per-svartvadet,2001-02,nhl,Per Svartvadet ,C,FW,0,0
Fredrik Olausson (D),Detroit Red Wings,47,2,13,15,0.32,22,9,https://www.eliteprospects.com/player/730/fredrik-olausson,2001-02,nhl,Fredrik Olausson ,D,DEF,0,0
Todd Simpson (D),Phoenix Coyotes,67,2,13,15,0.22,152,20,https://www.eliteprospects.com/player/8712/todd-simpson,2001-02,nhl,Todd Simpson ,D,DEF,0,0
Pierre Dagenais (LW),totals,42,10,4,14,0.33,8,-10,https://www.eliteprospects.com/player/10254/pierre-dagenais,2001-02,nhl,Pierre Dagenais ,LW,FW,0,0
Jeff Toms (C),totals,52,9,5,14,0.27,14,-9,https://www.eliteprospects.com/player/10652/jeff-toms,2001-02,nhl,Jeff Toms ,C,FW,0,0
Mike Knuble (RW),Boston Bruins,54,8,6,14,0.26,42,9,https://www.eliteprospects.com/player/4322/mike-knuble,2001-02,nhl,Mike Knuble ,RW,FW,0,0
Manny Malhotra (C),totals,72,8,6,14,0.19,47,-4,https://www.eliteprospects.com/player/5528/manny-malhotra,2001-02,nhl,Manny Malhotra ,C,FW,0,0
Brian Willsie (RW),Colorado Avalanche,56,7,7,14,0.25,14,4,https://www.eliteprospects.com/player/8768/brian-willsie,2001-02,nhl,Brian Willsie ,RW,FW,0,0
Keith Carney (D),Mighty Ducks of Anaheim,60,5,9,14,0.23,30,14,https://www.eliteprospects.com/player/9109/keith-carney,2001-02,nhl,Keith Carney ,D,DEF,0,0
Jay Pandolfo (LW),New Jersey Devils,65,4,10,14,0.22,15,12,https://www.eliteprospects.com/player/8704/jay-pandolfo,2001-02,nhl,Jay Pandolfo ,LW,FW,0,0
Scott Pellerin (LW),totals,68,4,10,14,0.21,21,-11,https://www.eliteprospects.com/player/39224/scott-pellerin,2001-02,nhl,Scott Pellerin ,LW,FW,0,0
Chris Therien (D),Philadelphia Flyers,77,4,10,14,0.18,30,16,https://www.eliteprospects.com/player/8849/chris-therien,2001-02,nhl,Chris Therien ,D,DEF,0,0
Sylvain Côté (D),Washington Capitals,70,3,11,14,0.20,26,-15,https://www.eliteprospects.com/player/31444/sylvain-cote,2001-02,nhl,Sylvain Côté ,D,DEF,0,0
Jimmie Ölvestad (LW),Tampa Bay Lightning,74,3,11,14,0.19,24,3,https://www.eliteprospects.com/player/752/jimmie-olvestad,2001-02,nhl,Jimmie Ölvestad ,LW,FW,0,0
Aaron Ward (D),Carolina Hurricanes,79,3,11,14,0.18,74,0,https://www.eliteprospects.com/player/8744/aaron-ward,2001-02,nhl,Aaron Ward ,D,DEF,0,0
Brett Harkins (C),Columbus Blue Jackets,25,2,12,14,0.56,8,-5,https://www.eliteprospects.com/player/1357/brett-harkins,2001-02,nhl,Brett Harkins ,C,FW,0,0
Steve Konowalchuk (LW),Washington Capitals,28,2,12,14,0.50,23,-2,https://www.eliteprospects.com/player/9020/steve-konowalchuk,2001-02,nhl,Steve Konowalchuk ,LW,FW,0,0
Scott Hannan (D),San Jose Sharks,75,2,12,14,0.19,57,10,https://www.eliteprospects.com/player/9041/scott-hannan,2001-02,nhl,Scott Hannan ,D,DEF,0,0
Ossi Väänänen (D),Phoenix Coyotes,76,2,12,14,0.18,74,6,https://www.eliteprospects.com/player/2685/ossi-vaananen,2001-02,nhl,Ossi Väänänen ,D,DEF,0,0
Darius Kasparaitis (D),totals,80,2,12,14,0.18,142,0,https://www.eliteprospects.com/player/8685/darius-kasparaitis,2001-02,nhl,Darius Kasparaitis ,D,DEF,0,0
Frantisek Kucera (D),Washington Capitals,56,1,13,14,0.25,12,7,https://www.eliteprospects.com/player/31928/frantisek-kucera,2001-02,nhl,Frantisek Kucera ,D,DEF,0,0
Dave Lowry (LW),Calgary Flames,62,7,6,13,0.21,51,-20,https://www.eliteprospects.com/player/32207/dave-lowry,2001-02,nhl,Dave Lowry ,LW,FW,0,0
Sheldon Keefe (RW),Tampa Bay Lightning,39,6,7,13,0.33,16,-11,https://www.eliteprospects.com/player/22836/sheldon-keefe,2001-02,nhl,Sheldon Keefe ,RW,FW,0,0
Janne Laukkanen (D),Pittsburgh Penguins,47,6,7,13,0.28,28,-18,https://www.eliteprospects.com/player/2662/janne-laukkanen,2001-02,nhl,Janne Laukkanen ,D,DEF,0,0
Tyson Nash (LW),St. Louis Blues,64,6,7,13,0.20,100,2,https://www.eliteprospects.com/player/8948/tyson-nash,2001-02,nhl,Tyson Nash ,LW,FW,0,0
Kelly Buchberger (RW),Los Angeles Kings,74,6,7,13,0.18,105,-13,https://www.eliteprospects.com/player/62762/kelly-buchberger,2001-02,nhl,Kelly Buchberger ,RW,FW,0,0
James Patrick (D),Buffalo Sabres,56,5,8,13,0.23,16,3,https://www.eliteprospects.com/player/32586/james-patrick,2001-02,nhl,James Patrick ,D,DEF,0,0
Kevin Dineen (RW),Columbus Blue Jackets,59,5,8,13,0.22,62,-6,https://www.eliteprospects.com/player/22687/kevin-dineen,2001-02,nhl,Kevin Dineen ,RW,FW,0,0
Denis Gauthier (D),Calgary Flames,66,5,8,13,0.20,91,9,https://www.eliteprospects.com/player/8861/denis-gauthier,2001-02,nhl,Denis Gauthier ,D,DEF,0,0
Jyrki Lumme (D),totals,66,4,9,13,0.20,22,8,https://www.eliteprospects.com/player/2666/jyrki-lumme,2001-02,nhl,Jyrki Lumme ,D,DEF,0,0
Chris Herperger (C),Ottawa Senators,72,4,9,13,0.18,43,4,https://www.eliteprospects.com/player/10829/chris-herperger,2001-02,nhl,Chris Herperger ,C,FW,0,0
Pascal Trépanier (D),Colorado Avalanche,74,4,9,13,0.18,59,4,https://www.eliteprospects.com/player/12796/pascal-trepanier,2001-02,nhl,Pascal Trépanier ,D,DEF,0,0
Jassen Cullimore (D),Tampa Bay Lightning,78,4,9,13,0.17,58,-1,https://www.eliteprospects.com/player/9127/jassen-cullimore,2001-02,nhl,Jassen Cullimore ,D,DEF,0,0
Willie Mitchell (D),Minnesota Wild,68,3,10,13,0.19,68,-16,https://www.eliteprospects.com/player/8548/willie-mitchell,2001-02,nhl,Willie Mitchell ,D,DEF,0,0
Dmitri Kalinin (D),Buffalo Sabres,58,2,11,13,0.22,26,-6,https://www.eliteprospects.com/player/8673/dmitri-kalinin,2001-02,nhl,Dmitri Kalinin ,D,DEF,0,0
Pavel Trnka (D),Mighty Ducks of Anaheim,71,2,11,13,0.18,66,-5,https://www.eliteprospects.com/player/7303/pavel-trnka,2001-02,nhl,Pavel Trnka ,D,DEF,0,0
Jay McKee (D),Buffalo Sabres,81,2,11,13,0.16,43,18,https://www.eliteprospects.com/player/8977/jay-mckee,2001-02,nhl,Jay McKee ,D,DEF,0,0
Steve Bégin (LW/C),Calgary Flames,51,7,5,12,0.24,79,-3,https://www.eliteprospects.com/player/9076/steve-begin,2001-02,nhl,Steve Bégin ,LW/C,FW,0,0
Dan Hinote (RW),Colorado Avalanche,58,6,6,12,0.21,39,8,https://www.eliteprospects.com/player/5534/dan-hinote,2001-02,nhl,Dan Hinote ,RW,FW,0,0
Rob DiMaio (RW),Dallas Stars,61,6,6,12,0.20,25,-2,https://www.eliteprospects.com/player/8760/rob-dimaio,2001-02,nhl,Rob DiMaio ,RW,FW,0,0
Bryce Salvador (D),St. Louis Blues,66,6,7,12,0.18,78,3,https://www.eliteprospects.com/player/8864/bryce-salvador,2001-02,nhl,Bryce Salvador ,D,DEF,0,0
Sergei Varlamov (LW/C),St. Louis Blues,52,5,7,12,0.23,26,4,https://www.eliteprospects.com/player/18322/sergei-varlamov,2001-02,nhl,Sergei Varlamov ,LW/C,FW,0,0
Darren McCarty (RW),Detroit Red Wings,62,5,7,12,0.19,98,2,https://www.eliteprospects.com/player/8973/darren-mccarty,2001-02,nhl,Darren McCarty ,RW,FW,0,0
