player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def,Name,Games Missed,head_injuries
Mikael Samuelsson (RW),totals,80,10,14,24,0.30,40,-21,https://www.eliteprospects.com/player/736/mikael-samuelsson,2002-03,nhl,Mikael Samuelsson,RW,FW,Mikael Samuelsson,22.0,1
Justin Williams (RW),Philadelphia Flyers,41,8,16,24,0.59,22,15,https://www.eliteprospects.com/player/4506/justin-williams,2002-03,nhl,Justin Williams,RW,FW,0,0.0,0
Lubomir Visnovsky (D),Los Angeles Kings,57,8,16,24,0.42,28,2,https://www.eliteprospects.com/player/8592/lubomir-visnovsky,2002-03,nhl,Lubomir Visnovsky,D,DEF,0,0.0,0
Nick Boynton (D),Boston Bruins,78,7,17,24,0.31,99,8,https://www.eliteprospects.com/player/8752/nick-boynton,2002-03,nhl,Nick Boynton,D,DEF,0,0.0,0
Bryan McCabe (D),Toronto Maple Leafs,75,6,18,24,0.32,135,9,https://www.eliteprospects.com/player/4727/bryan-mccabe,2002-03,nhl,Bryan McCabe,D,DEF,0,0.0,0
Jason Chimera (LW/RW),Edmonton Oilers,66,14,9,23,0.35,36,-2,https://www.eliteprospects.com/player/8762/jason-chimera,2002-03,nhl,Jason Chimera,LW/RW,FW,0,0.0,0
Donald Audette (RW),Montréal Canadiens,54,11,12,23,0.43,19,-7,https://www.eliteprospects.com/player/52329/donald-audette,2002-03,nhl,Donald Audette,RW,FW,0,0.0,0
Oleg Saprykin (LW),Calgary Flames,52,8,15,23,0.44,46,5,https://www.eliteprospects.com/player/8589/oleg-saprykin,2002-03,nhl,Oleg Saprykin,LW,FW,0,0.0,0
Niklas Hagman (LW/RW),Florida Panthers,80,8,15,23,0.29,20,-8,https://www.eliteprospects.com/player/2680/niklas-hagman,2002-03,nhl,Niklas Hagman,LW/RW,FW,0,0.0,0
Mattias Weinhandl (RW),New York Islanders,47,6,17,23,0.49,10,-2,https://www.eliteprospects.com/player/236/mattias-weinhandl,2002-03,nhl,Mattias Weinhandl,RW,FW,0,0.0,0
Peter Schaefer (LW),Ottawa Senators,75,6,17,23,0.31,32,11,https://www.eliteprospects.com/player/8757/peter-schaefer,2002-03,nhl,Peter Schaefer,LW,FW,0,0.0,0
Darren McCarty (RW),Detroit Red Wings,73,13,9,22,0.30,138,10,https://www.eliteprospects.com/player/8973/darren-mccarty,2002-03,nhl,Darren McCarty,RW,FW,0,0.0,0
Rob Niedermayer (RW/C),totals,66,10,12,22,0.33,57,-10,https://www.eliteprospects.com/player/8536/rob-niedermayer,2002-03,nhl,Rob Niedermayer,RW/C,FW,0,0.0,0
Chris Clark (RW),Calgary Flames,81,10,12,22,0.27,126,-11,https://www.eliteprospects.com/player/8766/chris-clark,2002-03,nhl,Chris Clark,RW,FW,0,0.0,0
Craig Rivet (D),Montréal Canadiens,82,7,15,22,0.27,71,1,https://www.eliteprospects.com/player/8719/craig-rivet,2002-03,nhl,Craig Rivet,D,DEF,0,0.0,0
Joé Juneau (C),Montréal Canadiens,72,6,16,22,0.31,20,-10,https://www.eliteprospects.com/player/21390/joe-juneau,2002-03,nhl,Joé Juneau,C,FW,0,0.0,0
Jonathan Girard (D),Boston Bruins,73,6,16,22,0.30,21,4,https://www.eliteprospects.com/player/67360/jonathan-girard,2002-03,nhl,Jonathan Girard,D,DEF,0,0.0,0
Keith Carney (D),Mighty Ducks of Anaheim,81,4,18,22,0.27,65,8,https://www.eliteprospects.com/player/9109/keith-carney,2002-03,nhl,Keith Carney,D,DEF,0,0.0,0
Pavel Kubina (D),Tampa Bay Lightning,75,3,19,22,0.29,78,-7,https://www.eliteprospects.com/player/5519/pavel-kubina,2002-03,nhl,Pavel Kubina,D,DEF,0,0.0,0
Scott Hannan (D),San Jose Sharks,81,3,19,22,0.27,61,0,https://www.eliteprospects.com/player/9041/scott-hannan,2002-03,nhl,Scott Hannan,D,DEF,0,0.0,0
Lasse Pirjetä (C),Columbus Blue Jackets,51,11,10,21,0.41,12,-4,https://www.eliteprospects.com/player/1798/lasse-pirjeta,2002-03,nhl,Lasse Pirjetä,C,FW,0,0.0,0
Andy McDonald (C/LW),Mighty Ducks of Anaheim,46,10,11,21,0.46,14,-1,https://www.eliteprospects.com/player/8527/andy-mcdonald,2002-03,nhl,Andy McDonald,C/LW,FW,Andy McDonald,3.0,1
Scott Thornton (LW),San Jose Sharks,41,9,12,21,0.51,41,-7,https://www.eliteprospects.com/player/5638/scott-thornton,2002-03,nhl,Scott Thornton,LW,FW,0,0.0,0
Ville Nieminen (LW/RW),Pittsburgh Penguins,75,9,12,21,0.28,93,-25,https://www.eliteprospects.com/player/2661/ville-nieminen,2002-03,nhl,Ville Nieminen,LW/RW,FW,0,0.0,0
Dmitri Kalinin (D),Buffalo Sabres,65,8,13,21,0.32,57,-7,https://www.eliteprospects.com/player/8673/dmitri-kalinin,2002-03,nhl,Dmitri Kalinin,D,DEF,0,0.0,0
Jason Spezza (C),Ottawa Senators,33,7,14,21,0.64,8,-3,https://www.eliteprospects.com/player/3661/jason-spezza,2002-03,nhl,Jason Spezza,C,FW,0,0.0,0
Andrei Nikolishin (LW),Chicago Blackhawks,60,6,15,21,0.35,26,-3,https://www.eliteprospects.com/player/19685/andrei-nikolishin,2002-03,nhl,Andrei Nikolishin,LW,FW,0,0.0,0
Stephen Weiss (C),Florida Panthers,77,6,15,21,0.27,17,-13,https://www.eliteprospects.com/player/8817/stephen-weiss,2002-03,nhl,Stephen Weiss,C,FW,0,0.0,0
Andy Sutton (D),Atlanta Thrashers,53,3,18,21,0.40,114,-8,https://www.eliteprospects.com/player/8554/andy-sutton,2002-03,nhl,Andy Sutton,D,DEF,0,0.0,0
Alexei Zhitnik (D),Buffalo Sabres,70,3,18,21,0.30,85,-5,https://www.eliteprospects.com/player/8696/alexei-zhitnik,2002-03,nhl,Alexei Zhitnik,D,DEF,0,0.0,0
Chris Simon (LW),totals,71,12,8,20,0.28,148,-7,https://www.eliteprospects.com/player/8882/chris-simon,2002-03,nhl,Chris Simon,LW,FW,0,0.0,0
Josef Vasicek (C),Carolina Hurricanes,57,10,10,20,0.35,33,-19,https://www.eliteprospects.com/player/8614/josef-vasicek,2002-03,nhl,Josef Vasicek,C,FW,0,0.0,0
Claude Lemieux (RW),totals,68,8,12,20,0.29,44,-12,https://www.eliteprospects.com/player/24783/claude-lemieux,2002-03,nhl,Claude Lemieux,RW,FW,0,0.0,0
Pierre-Marc Bouchard (C),Minnesota Wild,50,7,13,20,0.40,18,1,https://www.eliteprospects.com/player/9086/pierre-marc-bouchard,2002-03,nhl,Pierre-Marc Bouchard,C,FW,0,0.0,0
Artyom Chubarov (C),Vancouver Canucks,62,7,13,20,0.32,6,4,https://www.eliteprospects.com/player/9596/artyom-chubarov,2002-03,nhl,Artyom Chubarov,C,FW,0,0.0,0
Turner Stevenson (RW),New Jersey Devils,77,7,13,20,0.26,115,7,https://www.eliteprospects.com/player/25592/turner-stevenson,2002-03,nhl,Turner Stevenson,RW,FW,0,0.0,0
Marek Malík (D),totals,79,7,13,20,0.25,68,20,https://www.eliteprospects.com/player/1907/marek-malik,2002-03,nhl,Marek Malík,D,DEF,0,0.0,0
Randy Robitaille (C),totals,51,6,14,20,0.39,10,5,https://www.eliteprospects.com/player/8822/randy-robitaille,2002-03,nhl,Randy Robitaille,C,FW,0,0.0,0
Vitali Yachmenyov (RW),Nashville Predators,62,5,15,20,0.32,12,7,https://www.eliteprospects.com/player/16742/vitali-yachmenyov,2002-03,nhl,Vitali Yachmenyov,RW,FW,0,0.0,0
Daniil Markov (D),Phoenix Coyotes,64,4,16,20,0.31,36,2,https://www.eliteprospects.com/player/8613/daniil-markov,2002-03,nhl,Daniil Markov,D,DEF,0,0.0,0
Scott Stevens (D),New Jersey Devils,81,4,16,20,0.25,41,18,https://www.eliteprospects.com/player/21375/scott-stevens,2002-03,nhl,Scott Stevens,D,DEF,Scott Stevens,43.0,1
Dan McGillis (D),totals,71,3,17,20,0.28,60,3,https://www.eliteprospects.com/player/9670/dan-mcgillis,2002-03,nhl,Dan McGillis,D,DEF,0,0.0,0
Michal Grosek (LW),Boston Bruins,63,2,18,20,0.32,71,2,https://www.eliteprospects.com/player/10812/michal-grosek,2002-03,nhl,Michal Grosek,LW,FW,0,0.0,0
Eric Weinrich (D),Philadelphia Flyers,81,2,18,20,0.25,40,16,https://www.eliteprospects.com/player/8706/eric-weinrich,2002-03,nhl,Eric Weinrich,D,DEF,0,0.0,0
Jim Fahey (D),San Jose Sharks,43,1,19,20,0.47,33,-3,https://www.eliteprospects.com/player/9150/jim-fahey,2002-03,nhl,Jim Fahey,D,DEF,0,0.0,0
Sergei Brylin (W/C),New Jersey Devils,52,11,8,19,0.37,16,-2,https://www.eliteprospects.com/player/8697/sergei-brylin,2002-03,nhl,Sergei Brylin,W/C,FW,0,0.0,0
Rob DiMaio (RW),Dallas Stars,69,10,9,19,0.28,76,18,https://www.eliteprospects.com/player/8760/rob-dimaio,2002-03,nhl,Rob DiMaio,RW,FW,0,0.0,0
Pyotr Schastlivy (C),Ottawa Senators,33,9,10,19,0.58,4,3,https://www.eliteprospects.com/player/12245/pyotr-schastlivy,2002-03,nhl,Pyotr Schastlivy,C,FW,0,0.0,0
Vaclav Varada (RW),totals,55,9,10,19,0.35,31,1,https://www.eliteprospects.com/player/8661/vaclav-varada,2002-03,nhl,Vaclav Varada,RW,FW,0,0.0,0
Marty McInnis (C),Boston Bruins,77,9,10,19,0.25,38,-11,https://www.eliteprospects.com/player/31743/marty-mcinnis,2002-03,nhl,Marty McInnis,C,FW,0,0.0,0
Jamie Lundmark (C),New York Rangers,55,8,11,19,0.35,16,-3,https://www.eliteprospects.com/player/8759/jamie-lundmark,2002-03,nhl,Jamie Lundmark,C,FW,0,0.0,0
Patric Kjellberg (LW),Mighty Ducks of Anaheim,76,8,11,19,0.25,16,-9,https://www.eliteprospects.com/player/720/patric-kjellberg,2002-03,nhl,Patric Kjellberg,LW,FW,0,0.0,0
Rico Fata (C),totals,63,7,12,19,0.30,16,-7,https://www.eliteprospects.com/player/8755/rico-fata,2002-03,nhl,Rico Fata,C,FW,0,0.0,0
Ian Laperrière (RW),Los Angeles Kings,73,7,12,19,0.26,122,-9,https://www.eliteprospects.com/player/8987/ian-laperriere,2002-03,nhl,Ian Laperrière,RW,FW,0,0.0,0
Randy McKay (RW),Montréal Canadiens,75,6,13,19,0.25,72,-14,https://www.eliteprospects.com/player/31999/randy-mckay,2002-03,nhl,Randy McKay,RW,FW,0,0.0,0
Dave Lowry (LW),Calgary Flames,34,5,14,19,0.56,22,4,https://www.eliteprospects.com/player/32207/dave-lowry,2002-03,nhl,Dave Lowry,LW,FW,0,0.0,0
Jason York (D),Nashville Predators,74,4,15,19,0.26,52,13,https://www.eliteprospects.com/player/10236/jason-york,2002-03,nhl,Jason York,D,DEF,0,0.0,0
Mathieu Dandenault (D/RW),Detroit Red Wings,74,4,15,19,0.26,64,25,https://www.eliteprospects.com/player/8763/mathieu-dandenault,2002-03,nhl,Mathieu Dandenault,D/RW,DEF,0,0.0,0
Todd Harvey (RW),San Jose Sharks,76,3,16,19,0.25,74,5,https://www.eliteprospects.com/player/9044/todd-harvey,2002-03,nhl,Todd Harvey,RW,FW,0,0.0,0
Chris Phillips (D),Ottawa Senators,78,3,16,19,0.24,71,7,https://www.eliteprospects.com/player/4719/chris-phillips,2002-03,nhl,Chris Phillips,D,DEF,0,0.0,0
Barret Jackman (D),St. Louis Blues,82,3,16,19,0.23,190,23,https://www.eliteprospects.com/player/9025/barret-jackman,2002-03,nhl,Barret Jackman,D,DEF,0,0.0,0
Brian Campbell (D),Buffalo Sabres,65,2,17,19,0.29,20,-8,https://www.eliteprospects.com/player/8565/brian-campbell,2002-03,nhl,Brian Campbell,D,DEF,0,0.0,0
Chris Chelios (D),Detroit Red Wings,66,2,17,19,0.29,78,4,https://www.eliteprospects.com/player/9112/chris-chelios,2002-03,nhl,Chris Chelios,D,DEF,0,0.0,0
Ramzi Abid (LW/C),totals,33,10,8,18,0.55,32,-4,https://www.eliteprospects.com/player/9685/ramzi-abid,2002-03,nhl,Ramzi Abid,LW/C,FW,0,0.0,0
Dean McAmmond (LW),Colorado Avalanche,41,10,8,18,0.44,10,1,https://www.eliteprospects.com/player/8972/dean-mcammond,2002-03,nhl,Dean McAmmond,LW,FW,Dean McAmmond,5.0,1
Kevyn Adams (C),Carolina Hurricanes,77,9,9,18,0.23,57,-8,https://www.eliteprospects.com/player/8743/kevyn-adams,2002-03,nhl,Kevyn Adams,C,FW,0,0.0,0
Adam Graves (LW),San Jose Sharks,82,9,9,18,0.22,32,-14,https://www.eliteprospects.com/player/9666/adam-graves,2002-03,nhl,Adam Graves,LW,FW,0,0.0,0
Ivan Ciernik (RW),Washington Capitals,47,8,10,18,0.38,24,6,https://www.eliteprospects.com/player/12449/ivan-ciernik,2002-03,nhl,Ivan Ciernik,RW,FW,0,0.0,0
Martin Lapointe (RW),Boston Bruins,59,8,10,18,0.31,87,-19,https://www.eliteprospects.com/player/8989/martin-lapointe,2002-03,nhl,Martin Lapointe,RW,FW,0,0.0,0
Radovan Somik (RW/LW),Philadelphia Flyers,60,8,10,18,0.30,10,9,https://www.eliteprospects.com/player/5678/radovan-somik,2002-03,nhl,Radovan Somik,RW/LW,FW,0,0.0,0
Pascal Rhéaume (C/LW),totals,77,8,10,18,0.23,32,-5,https://www.eliteprospects.com/player/9743/pascal-rheaume,2002-03,nhl,Pascal Rhéaume,C/LW,FW,0,0.0,0
Ben Clymer (RW/D),Tampa Bay Lightning,65,6,12,18,0.28,57,-2,https://www.eliteprospects.com/player/8788/ben-clymer,2002-03,nhl,Ben Clymer,RW/D,DEF,Ben Clymer,4.0,1
Wayne Primeau (C),totals,77,6,12,18,0.23,55,-28,https://www.eliteprospects.com/player/8575/wayne-primeau,2002-03,nhl,Wayne Primeau,C,FW,0,0.0,0
Craig Adams (RW),Carolina Hurricanes,81,6,12,18,0.22,71,-11,https://www.eliteprospects.com/player/8756/craig-adams,2002-03,nhl,Craig Adams,RW,FW,0,0.0,0
Adam Deadmarsh (RW),Los Angeles Kings,20,13,4,17,0.85,21,2,https://www.eliteprospects.com/player/21314/adam-deadmarsh,2002-03,nhl,Adam Deadmarsh,RW,FW,Adam Deadmarsh,82.0,1
André Roy (LW),Tampa Bay Lightning,62,10,7,17,0.27,119,0,https://www.eliteprospects.com/player/8924/andre-roy,2002-03,nhl,André Roy,LW,FW,0,0.0,0
Greg Johnson (C),Nashville Predators,38,8,9,17,0.45,22,7,https://www.eliteprospects.com/player/9032/greg-johnson,2002-03,nhl,Greg Johnson,C,FW,0,0.0,0
Deron Quint (D),Phoenix Coyotes,51,7,10,17,0.33,20,-5,https://www.eliteprospects.com/player/11363/deron-quint,2002-03,nhl,Deron Quint,D,DEF,0,0.0,0
Ivan Huml (W/C),Boston Bruins,41,6,11,17,0.41,30,3,https://www.eliteprospects.com/player/7605/ivan-huml,2002-03,nhl,Ivan Huml,W/C,FW,0,0.0,0
Jay Pandolfo (LW),New Jersey Devils,68,6,11,17,0.25,23,12,https://www.eliteprospects.com/player/8704/jay-pandolfo,2002-03,nhl,Jay Pandolfo,LW,FW,0,0.0,0
Jyrki Lumme (D),Toronto Maple Leafs,73,6,11,17,0.23,46,10,https://www.eliteprospects.com/player/2666/jyrki-lumme,2002-03,nhl,Jyrki Lumme,D,DEF,0,0.0,0
Adam Mair (RW),Buffalo Sabres,79,6,11,17,0.22,146,-4,https://www.eliteprospects.com/player/8811/adam-mair,2002-03,nhl,Adam Mair,RW,FW,0,0.0,0
Mike Ribeiro (C),Montréal Canadiens,52,5,12,17,0.33,6,-3,https://www.eliteprospects.com/player/8715/mike-ribeiro,2002-03,nhl,Mike Ribeiro,C,FW,0,0.0,0
Mikko Eloranta (LW),Los Angeles Kings,75,5,12,17,0.23,56,-15,https://www.eliteprospects.com/player/2686/mikko-eloranta,2002-03,nhl,Mikko Eloranta,LW,FW,0,0.0,0
Derrick Walser (D),Columbus Blue Jackets,53,4,13,17,0.32,34,-9,https://www.eliteprospects.com/player/10663/derrick-walser,2002-03,nhl,Derrick Walser,D,DEF,0,0.0,0
Daniel Cleary (RW/LW),Edmonton Oilers,57,4,13,17,0.30,31,5,https://www.eliteprospects.com/player/4376/daniel-cleary,2002-03,nhl,Daniel Cleary,RW/LW,FW,0,0.0,0
Tom Fitzgerald (RW),Toronto Maple Leafs,66,4,13,17,0.26,57,10,https://www.eliteprospects.com/player/9154/tom-fitzgerald,2002-03,nhl,Tom Fitzgerald,RW,FW,0,0.0,0
Andrei Zyuzin (D),totals,67,4,13,17,0.25,36,-8,https://www.eliteprospects.com/player/8608/andrei-zyuzin,2002-03,nhl,Andrei Zyuzin,D,DEF,0,0.0,0
Hal Gill (D),Boston Bruins,76,4,13,17,0.22,56,21,https://www.eliteprospects.com/player/8718/hal-gill,2002-03,nhl,Hal Gill,D,DEF,0,0.0,0
Bob Boughner (D),Calgary Flames,69,3,14,17,0.25,126,5,https://www.eliteprospects.com/player/53885/bob-boughner,2002-03,nhl,Bob Boughner,D,DEF,0,0.0,0
Vladimir Malakhov (D),New York Rangers,71,3,14,17,0.24,52,-7,https://www.eliteprospects.com/player/8700/vladimir-malakhov,2002-03,nhl,Vladimir Malakhov,D,DEF,Vladimir Malakhov,6.0,1
Bret Hedican (D),Carolina Hurricanes,72,3,14,17,0.24,75,-24,https://www.eliteprospects.com/player/9045/bret-hedican,2002-03,nhl,Bret Hedican,D,DEF,0,0.0,0
Ken Klee (D),Washington Capitals,70,1,16,17,0.24,89,22,https://www.eliteprospects.com/player/9016/ken-klee,2002-03,nhl,Ken Klee,D,DEF,0,0.0,0
Rob Zamuner (LW),Boston Bruins,55,10,6,16,0.29,18,2,https://www.eliteprospects.com/player/38173/rob-zamuner,2002-03,nhl,Rob Zamuner,LW,FW,0,0.0,0
Chad Kilger (LW),Montréal Canadiens,60,9,7,16,0.27,21,-4,https://www.eliteprospects.com/player/9015/chad-kilger,2002-03,nhl,Chad Kilger,LW,FW,Chad Kilger,10.0,1
Jonathan Cheechoo (RW),San Jose Sharks,66,9,7,16,0.24,39,-5,https://www.eliteprospects.com/player/5529/jonathan-cheechoo,2002-03,nhl,Jonathan Cheechoo,RW,FW,0,0.0,0
Claude Lapointe (C),totals,80,8,8,16,0.20,36,2,https://www.eliteprospects.com/player/27534/claude-lapointe,2002-03,nhl,Claude Lapointe,C,FW,0,0.0,0
Lubos Bartecko (LW),Atlanta Thrashers,37,7,9,16,0.43,8,3,https://www.eliteprospects.com/player/5854/lubos-bartecko,2002-03,nhl,Lubos Bartecko,LW,FW,0,0.0,0
Brian Savage (LW),Phoenix Coyotes,43,6,10,16,0.37,22,-4,https://www.eliteprospects.com/player/8872/brian-savage,2002-03,nhl,Brian Savage,LW,FW,0,0.0,0
Todd Warriner (LW),totals,49,6,10,16,0.33,32,1,https://www.eliteprospects.com/player/3726/todd-warriner,2002-03,nhl,Todd Warriner,LW,FW,0,0.0,0
Boris Mironov (D),totals,56,6,10,16,0.29,56,2,https://www.eliteprospects.com/player/21563/boris-mironov,2002-03,nhl,Boris Mironov,D,DEF,0,0.0,0
Clarke Wilm (C),Nashville Predators,82,5,11,16,0.20,36,-11,https://www.eliteprospects.com/player/8829/clarke-wilm,2002-03,nhl,Clarke Wilm,C,FW,0,0.0,0
Erik Rasmussen (C),Los Angeles Kings,57,4,12,16,0.28,28,-1,https://www.eliteprospects.com/player/8868/erik-rasmussen,2002-03,nhl,Erik Rasmussen,C,FW,0,0.0,0
James Patrick (D),Buffalo Sabres,69,4,12,16,0.23,26,-3,https://www.eliteprospects.com/player/32586/james-patrick,2002-03,nhl,James Patrick,D,DEF,James Patrick,4.0,1
Jay Bouwmeester (D),Florida Panthers,82,4,12,16,0.20,14,-29,https://www.eliteprospects.com/player/3659/jay-bouwmeester,2002-03,nhl,Jay Bouwmeester,D,DEF,0,0.0,0
Anton Volchenkov (D),Ottawa Senators,57,3,13,16,0.28,40,-4,https://www.eliteprospects.com/player/8660/anton-volchenkov,2002-03,nhl,Anton Volchenkov,D,DEF,Anton Volchenkov,7.0,1
Marcus Ragnarsson (D),totals,68,3,13,16,0.24,62,7,https://www.eliteprospects.com/player/733/marcus-ragnarsson,2002-03,nhl,Marcus Ragnarsson,D,DEF,0,0.0,0
Mike Eastwood (C),totals,70,3,13,16,0.23,32,-5,https://www.eliteprospects.com/player/69415/mike-eastwood,2002-03,nhl,Mike Eastwood,C,FW,0,0.0,0
Mattias Timander (D),New York Islanders,80,3,13,16,0.20,24,-2,https://www.eliteprospects.com/player/743/mattias-timander,2002-03,nhl,Mattias Timander,D,DEF,0,0.0,0
Jon Klemm (D),Chicago Blackhawks,70,2,14,16,0.23,44,-9,https://www.eliteprospects.com/player/9017/jon-klemm,2002-03,nhl,Jon Klemm,D,DEF,0,0.0,0
Rostislav Klesla (D),Columbus Blue Jackets,72,2,14,16,0.22,71,-22,https://www.eliteprospects.com/player/8622/rostislav-klesla,2002-03,nhl,Rostislav Klesla,D,DEF,0,0.0,0
Sean O'Donnell (D),Boston Bruins,70,1,15,16,0.23,76,8,https://www.eliteprospects.com/player/8537/sean-o-donnell,2002-03,nhl,Sean O'Donnell,D,DEF,0,0.0,0
Shayne Corson (LW),Toronto Maple Leafs,46,7,8,15,0.33,49,-5,https://www.eliteprospects.com/player/21878/shayne-corson,2002-03,nhl,Shayne Corson,LW,FW,0,0.0,0
Sean Avery (LW/C),totals,51,6,9,15,0.29,153,7,https://www.eliteprospects.com/player/8720/sean-avery,2002-03,nhl,Sean Avery,LW/C,FW,0,0.0,0
Sandy McCarthy (RW),New York Rangers,82,6,9,15,0.18,81,-4,https://www.eliteprospects.com/player/25706/sandy-mccarthy,2002-03,nhl,Sandy McCarthy,RW,FW,Sandy McCarthy,25.0,1
Mathias Johansson (C),totals,58,5,10,15,0.26,16,-14,https://www.eliteprospects.com/player/107/mathias-johansson,2002-03,nhl,Mathias Johansson,C,FW,0,0.0,0
Samuel Påhlsson (C),Mighty Ducks of Anaheim,34,4,11,15,0.44,18,10,https://www.eliteprospects.com/player/732/samuel-pahlsson,2002-03,nhl,Samuel Påhlsson,C,FW,0,0.0,0
Andreas Lilja (D),totals,73,4,11,15,0.21,70,13,https://www.eliteprospects.com/player/726/andreas-lilja,2002-03,nhl,Andreas Lilja,D,DEF,0,0.0,0
Mark Smith (C),San Jose Sharks,75,4,11,15,0.20,64,1,https://www.eliteprospects.com/player/8884/mark-smith,2002-03,nhl,Mark Smith,C,FW,0,0.0,0
Daniel Tjärnqvist (D),Atlanta Thrashers,75,3,12,15,0.20,26,-20,https://www.eliteprospects.com/player/695/daniel-tjarnqvist,2002-03,nhl,Daniel Tjärnqvist,D,DEF,0,0.0,0
Calle Johansson (D),Washington Capitals,82,3,12,15,0.18,22,9,https://www.eliteprospects.com/player/714/calle-johansson,2002-03,nhl,Calle Johansson,D,DEF,0,0.0,0
Brad Bombardir (D),Minnesota Wild,58,1,14,15,0.26,16,15,https://www.eliteprospects.com/player/25131/brad-bombardir,2002-03,nhl,Brad Bombardir,D,DEF,0,0.0,0
Brad Lukowich (D),Tampa Bay Lightning,70,1,14,15,0.21,46,4,https://www.eliteprospects.com/player/9000/brad-lukowich,2002-03,nhl,Brad Lukowich,D,DEF,0,0.0,0
Brad Tapper (RW),Atlanta Thrashers,35,10,4,14,0.40,23,2,https://www.eliteprospects.com/player/12594/brad-tapper,2002-03,nhl,Brad Tapper,RW,FW,0,0.0,0
Dan Snyder (C),Atlanta Thrashers,36,10,4,14,0.39,34,-4,https://www.eliteprospects.com/player/41393/dan-snyder,2002-03,nhl,Dan Snyder,C,FW,0,0.0,0
Brad Chartrand (RW),Los Angeles Kings,62,8,6,14,0.23,33,-10,https://www.eliteprospects.com/player/38317/brad-chartrand,2002-03,nhl,Brad Chartrand,RW,FW,0,0.0,0
Landon Wilson (RW),Phoenix Coyotes,31,6,8,14,0.45,26,1,https://www.eliteprospects.com/player/10833/landon-wilson,2002-03,nhl,Landon Wilson,RW,FW,Landon Wilson,4.0,1
Mariusz Czerkawski (RW),Montréal Canadiens,43,5,9,14,0.33,16,-7,https://www.eliteprospects.com/player/1467/mariusz-czerkawski,2002-03,nhl,Mariusz Czerkawski,RW,FW,0,0.0,0
Mats Lindgren (C),Vancouver Canucks,54,5,9,14,0.26,18,-2,https://www.eliteprospects.com/player/724/mats-lindgren,2002-03,nhl,Mats Lindgren,C,FW,0,0.0,0
Ronald Petrovicky (RW),New York Rangers,66,5,9,14,0.21,77,-12,https://www.eliteprospects.com/player/5673/ronald-petrovicky,2002-03,nhl,Ronald Petrovicky,RW,FW,0,0.0,0
Cory Sarich (D),Tampa Bay Lightning,82,5,9,14,0.17,63,-3,https://www.eliteprospects.com/player/8867/cory-sarich,2002-03,nhl,Cory Sarich,D,DEF,0,0.0,0
Ryan Bayda (LW/C),Carolina Hurricanes,25,4,10,14,0.56,16,-5,https://www.eliteprospects.com/player/10253/ryan-bayda,2002-03,nhl,Ryan Bayda,LW/C,FW,0,0.0,0
Brad Stuart (D),San Jose Sharks,36,4,10,14,0.39,46,-6,https://www.eliteprospects.com/player/3669/brad-stuart,2002-03,nhl,Brad Stuart,D,DEF,0,0.0,0
Alexander Karpovtsev (D),Chicago Blackhawks,40,4,10,14,0.35,12,-8,https://www.eliteprospects.com/player/19560/alexander-karpovtsev,2002-03,nhl,Alexander Karpovtsev,D,DEF,0,0.0,0
Jordan Leopold (D),Calgary Flames,58,4,10,14,0.24,12,-15,https://www.eliteprospects.com/player/8997/jordan-leopold,2002-03,nhl,Jordan Leopold,D,DEF,0,0.0,0
Éric Messier (D/LW),Colorado Avalanche,72,4,10,14,0.19,16,-2,https://www.eliteprospects.com/player/24171/eric-messier,2002-03,nhl,Éric Messier,D/LW,DEF,0,0.0,0
Jaroslav Svoboda (RW),Carolina Hurricanes,48,3,11,14,0.29,32,-5,https://www.eliteprospects.com/player/8594/jaroslav-svoboda,2002-03,nhl,Jaroslav Svoboda,RW,FW,0,0.0,0
Darius Kasparaitis (D),New York Rangers,80,3,11,14,0.18,85,5,https://www.eliteprospects.com/player/8685/darius-kasparaitis,2002-03,nhl,Darius Kasparaitis,D,DEF,0,0.0,0
Dmitri Yushkevich (D),totals,83,3,11,14,0.17,46,-9,https://www.eliteprospects.com/player/18636/dmitri-yushkevich,2002-03,nhl,Dmitri Yushkevich,D,DEF,0,0.0,0
Willie Mitchell (D),Minnesota Wild,69,2,12,14,0.20,84,13,https://www.eliteprospects.com/player/8548/willie-mitchell,2002-03,nhl,Willie Mitchell,D,DEF,0,0.0,0
Bryan Marchment (D),totals,81,2,12,14,0.17,141,2,https://www.eliteprospects.com/player/8966/bryan-marchment,2002-03,nhl,Bryan Marchment,D,DEF,0,0.0,0
Fernando Pisani (RW),Edmonton Oilers,35,8,5,13,0.37,10,9,https://www.eliteprospects.com/player/8601/fernando-pisani,2002-03,nhl,Fernando Pisani,RW,FW,0,0.0,0
Sean Pronger (C),Columbus Blue Jackets,78,7,6,13,0.17,72,-26,https://www.eliteprospects.com/player/26121/sean-pronger,2002-03,nhl,Sean Pronger,C,FW,0,0.0,0
Niko Dimitrakos (RW),San Jose Sharks,21,6,7,13,0.62,8,-7,https://www.eliteprospects.com/player/8786/niko-dimitrakos,2002-03,nhl,Niko Dimitrakos,RW,FW,0,0.0,0
Marcel Hossa (LW/RW),Montréal Canadiens,34,6,7,13,0.38,14,3,https://www.eliteprospects.com/player/4532/marcel-hossa,2002-03,nhl,Marcel Hossa,LW/RW,FW,0,0.0,0
