player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def,Name,Games Missed,head_injuries
Shawn Matthias (LW),Florida Panthers,79,10,14,24,0.30,49,-2,https://www.eliteprospects.com/player/9345/shawn-matthias,2011-12,nhl,Shawn Matthias,LW,FW,0,0.0,0
Bryan Bickell (LW),Chicago Blackhawks,71,9,15,24,0.34,48,-3,https://www.eliteprospects.com/player/11346/bryan-bickell,2011-12,nhl,Bryan Bickell,LW,FW,0,0.0,0
Michal Handzus (C),San Jose Sharks,67,7,17,24,0.36,18,-6,https://www.eliteprospects.com/player/8683/michal-handzus,2011-12,nhl,Michal Handzus,C,FW,0,0.0,0
Brian Rolston (LW),totals,70,7,17,24,0.34,14,-5,https://www.eliteprospects.com/player/8927/brian-rolston,2011-12,nhl,Brian Rolston,LW,FW,0,0.0,0
Jamie Langenbrunner (RW),St. Louis Blues,70,6,18,24,0.34,32,7,https://www.eliteprospects.com/player/8742/jamie-langenbrunner,2011-12,nhl,Jamie Langenbrunner,RW,FW,0,0.0,0
Andrew Ference (D),Boston Bruins,72,6,18,24,0.33,46,9,https://www.eliteprospects.com/player/8711/andrew-ference,2011-12,nhl,Andrew Ference,D,DEF,0,0.0,0
Willie Mitchell (D),Los Angeles Kings,76,5,19,24,0.32,44,20,https://www.eliteprospects.com/player/8548/willie-mitchell,2011-12,nhl,Willie Mitchell,D,DEF,0,0.0,0
Luca Sbisa (D),Anaheim Ducks,80,5,19,24,0.30,66,-5,https://www.eliteprospects.com/player/13946/luca-sbisa,2011-12,nhl,Luca Sbisa,D,DEF,0,0.0,0
Marc-André Bergeron (D),Tampa Bay Lightning,43,4,20,24,0.56,20,6,https://www.eliteprospects.com/player/5672/marc-andre-bergeron,2011-12,nhl,Marc-André Bergeron,D,DEF,0,0.0,0
Braydon Coburn (D),Philadelphia Flyers,81,4,20,24,0.30,56,10,https://www.eliteprospects.com/player/9477/braydon-coburn,2011-12,nhl,Braydon Coburn,D,DEF,0,0.0,0
Travis Hamonic (D),New York Islanders,73,2,22,24,0.33,73,6,https://www.eliteprospects.com/player/17519/travis-hamonic,2011-12,nhl,Travis Hamonic,D,DEF,0,0.0,0
Sean Bergenheim (LW/RW),Florida Panthers,62,17,6,23,0.37,48,-5,https://www.eliteprospects.com/player/2708/sean-bergenheim,2011-12,nhl,Sean Bergenheim,LW/RW,FW,0,0.0,0
Andrew Shaw (RW/C),Chicago Blackhawks,37,12,11,23,0.62,50,-1,https://www.eliteprospects.com/player/37671/andrew-shaw,2011-12,nhl,Andrew Shaw,RW/C,FW,0,0.0,0
Niklas Hagman (LW/RW),totals,71,9,14,23,0.32,14,-7,https://www.eliteprospects.com/player/2680/niklas-hagman,2011-12,nhl,Niklas Hagman,LW/RW,FW,0,0.0,0
Jay Harrison (D),Carolina Hurricanes,72,9,14,23,0.32,60,-10,https://www.eliteprospects.com/player/9522/jay-harrison,2011-12,nhl,Jay Harrison,D,DEF,0,0.0,0
Tyler Myers (D),Buffalo Sabres,55,8,15,23,0.42,33,5,https://www.eliteprospects.com/player/17521/tyler-myers,2011-12,nhl,Tyler Myers,D,DEF,0,0.0,0
Brad Boyes (RW),Buffalo Sabres,65,8,15,23,0.35,6,2,https://www.eliteprospects.com/player/9092/brad-boyes,2011-12,nhl,Brad Boyes,RW,FW,0,0.0,0
Boyd Gordon (C),Phoenix Coyotes,75,8,15,23,0.31,10,9,https://www.eliteprospects.com/player/9513/boyd-gordon,2011-12,nhl,Boyd Gordon,C,FW,0,0.0,0
Daniel Winnik (W/C),totals,84,8,15,23,0.27,52,-11,https://www.eliteprospects.com/player/11480/daniel-winnik,2011-12,nhl,Daniel Winnik,W/C,FW,0,0.0,0
Victor Hedman (D),Tampa Bay Lightning,61,5,18,23,0.38,65,-9,https://www.eliteprospects.com/player/6007/victor-hedman,2011-12,nhl,Victor Hedman,D,DEF,0,0.0,0
Dennis Seidenberg (D),Boston Bruins,80,5,18,23,0.29,39,15,https://www.eliteprospects.com/player/8590/dennis-seidenberg,2011-12,nhl,Dennis Seidenberg,D,DEF,0,0.0,0
Marc-Édouard Vlasic (D),San Jose Sharks,82,4,19,23,0.28,40,11,https://www.eliteprospects.com/player/10218/marc-edouard-vlasic,2011-12,nhl,Marc-Édouard Vlasic,D,DEF,0,0.0,0
Jared Spurgeon (D),Minnesota Wild,70,3,20,23,0.33,6,-4,https://www.eliteprospects.com/player/11611/jared-spurgeon,2011-12,nhl,Jared Spurgeon,D,DEF,0,0.0,0
Andy McDonald (C/LW),St. Louis Blues,25,10,12,22,0.88,2,4,https://www.eliteprospects.com/player/8527/andy-mcdonald,2011-12,nhl,Andy McDonald,C/LW,FW,0,0.0,0
Nick Spaling (C/LW),Nashville Predators,77,10,12,22,0.29,18,-7,https://www.eliteprospects.com/player/12462/nick-spaling,2011-12,nhl,Nick Spaling,C/LW,FW,0,0.0,0
Pierre-Marc Bouchard (C),Minnesota Wild,37,9,13,22,0.59,18,-1,https://www.eliteprospects.com/player/9086/pierre-marc-bouchard,2011-12,nhl,Pierre-Marc Bouchard,C,FW,0,0.0,0
Justin Faulk (D),Carolina Hurricanes,66,8,14,22,0.33,29,-16,https://www.eliteprospects.com/player/20715/justin-faulk,2011-12,nhl,Justin Faulk,D,DEF,0,0.0,0
Justin Abdelkader (LW/RW),Detroit Red Wings,81,8,14,22,0.27,62,4,https://www.eliteprospects.com/player/10460/justin-abdelkader,2011-12,nhl,Justin Abdelkader,LW/RW,FW,0,0.0,0
François Beauchemin (D),Anaheim Ducks,82,8,14,22,0.27,48,-14,https://www.eliteprospects.com/player/8529/francois-beauchemin,2011-12,nhl,François Beauchemin,D,DEF,0,0.0,0
Stéphane Robidas (D),Dallas Stars,75,5,17,22,0.29,48,-5,https://www.eliteprospects.com/player/8731/stephane-robidas,2011-12,nhl,Stéphane Robidas,D,DEF,0,0.0,0
Tom Gilbert (D),totals,67,3,19,22,0.33,20,-8,https://www.eliteprospects.com/player/11009/tom-gilbert,2011-12,nhl,Tom Gilbert,D,DEF,0,0.0,0
Marek Zidlicky (D),totals,63,2,20,22,0.35,34,-6,https://www.eliteprospects.com/player/3633/marek-zidlicky,2011-12,nhl,Marek Zidlicky,D,DEF,0,0.0,0
Luke Schenn (D),Toronto Maple Leafs,79,2,20,22,0.28,62,-6,https://www.eliteprospects.com/player/11400/luke-schenn,2011-12,nhl,Luke Schenn,D,DEF,0,0.0,0
Eric Nystrom (LW),Dallas Stars,74,16,5,21,0.28,24,-10,https://www.eliteprospects.com/player/6669/eric-nystrom,2011-12,nhl,Eric Nystrom,LW,FW,0,0.0,0
Jim Slater (C),Winnipeg Jets,78,13,8,21,0.27,42,-9,https://www.eliteprospects.com/player/8562/jim-slater,2011-12,nhl,Jim Slater,C,FW,0,0.0,0
Ryan Johansen (C),Columbus Blue Jackets,67,9,12,21,0.31,24,-2,https://www.eliteprospects.com/player/45512/ryan-johansen,2011-12,nhl,Ryan Johansen,C,FW,0,0.0,0
Vernon Fiddler (C/LW),Dallas Stars,82,8,13,21,0.26,60,-13,https://www.eliteprospects.com/player/9152/vernon-fiddler,2011-12,nhl,Vernon Fiddler,C/LW,FW,0,0.0,0
Paul Gaustad (C),totals,70,7,14,21,0.30,76,-1,https://www.eliteprospects.com/player/8808/paul-gaustad,2011-12,nhl,Paul Gaustad,C,FW,0,0.0,0
Sheldon Souray (D),Dallas Stars,64,6,15,21,0.33,73,11,https://www.eliteprospects.com/player/4505/sheldon-souray,2011-12,nhl,Sheldon Souray,D,DEF,0,0.0,0
Jarret Stoll (C),Los Angeles Kings,78,6,15,21,0.27,60,2,https://www.eliteprospects.com/player/8895/jarret-stoll,2011-12,nhl,Jarret Stoll,C,FW,0,0.0,0
Brad Stuart (D),Detroit Red Wings,81,6,15,21,0.26,29,16,https://www.eliteprospects.com/player/3669/brad-stuart,2011-12,nhl,Brad Stuart,D,DEF,0,0.0,0
Cody Franson (D),Toronto Maple Leafs,57,5,16,21,0.37,22,-1,https://www.eliteprospects.com/player/10431/cody-franson,2011-12,nhl,Cody Franson,D,DEF,0,0.0,0
Corey Potter (D),Edmonton Oilers,62,4,17,21,0.34,24,-16,https://www.eliteprospects.com/player/9404/corey-potter,2011-12,nhl,Corey Potter,D,DEF,Corey Potter,2.0,1
Kevin Klein (D),Nashville Predators,66,4,17,21,0.32,4,-8,https://www.eliteprospects.com/player/9507/kevin-klein,2011-12,nhl,Kevin Klein,D,DEF,0,0.0,0
Radek Dvorak (RW),Dallas Stars,73,4,17,21,0.29,12,-16,https://www.eliteprospects.com/player/8599/radek-dvorak,2011-12,nhl,Radek Dvorak,RW,FW,0,0.0,0
Matt Niskanen (D),Pittsburgh Penguins,75,4,17,21,0.28,47,9,https://www.eliteprospects.com/player/9214/matt-niskanen,2011-12,nhl,Matt Niskanen,D,DEF,0,0.0,0
Ryan Wilson (D),Colorado Avalanche,59,1,20,21,0.36,33,11,https://www.eliteprospects.com/player/13843/ryan-wilson,2011-12,nhl,Ryan Wilson,D,DEF,0,0.0,0
Eric Brewer (D),Tampa Bay Lightning,82,1,20,21,0.26,49,-5,https://www.eliteprospects.com/player/9095/eric-brewer,2011-12,nhl,Eric Brewer,D,DEF,0,0.0,0
Derek Dorsett (RW),Columbus Blue Jackets,77,12,8,20,0.26,235,-11,https://www.eliteprospects.com/player/11666/derek-dorsett,2011-12,nhl,Derek Dorsett,RW,FW,0,0.0,0
Luke Adam (C/LW),Buffalo Sabres,52,10,10,20,0.38,14,-6,https://www.eliteprospects.com/player/13785/luke-adam,2011-12,nhl,Luke Adam,C/LW,FW,0,0.0,0
Mason Raymond (LW/RW),Vancouver Canucks,55,10,10,20,0.36,18,4,https://www.eliteprospects.com/player/11354/mason-raymond,2011-12,nhl,Mason Raymond,LW/RW,FW,0,0.0,0
Ruslan Fedotenko (LW/RW),New York Rangers,73,9,11,20,0.27,16,-7,https://www.eliteprospects.com/player/8638/ruslan-fedotenko,2011-12,nhl,Ruslan Fedotenko,LW/RW,FW,0,0.0,0
Anthony Stewart (RW),Carolina Hurricanes,77,9,11,20,0.26,30,-2,https://www.eliteprospects.com/player/8893/anthony-stewart,2011-12,nhl,Anthony Stewart,RW,FW,0,0.0,0
Vyacheslav Voynov (D),Los Angeles Kings,54,8,12,20,0.37,12,12,https://www.eliteprospects.com/player/10627/vyacheslav-voynov,2011-12,nhl,Vyacheslav Voynov,D,DEF,0,0.0,0
Vladimír Sobotka (C/LW),St. Louis Blues,73,5,15,20,0.27,42,12,https://www.eliteprospects.com/player/9227/vladimir-sobotka,2011-12,nhl,Vladimír Sobotka,C/LW,FW,0,0.0,0
Ryan Whitney (D),Edmonton Oilers,51,3,17,20,0.39,16,-16,https://www.eliteprospects.com/player/9399/ryan-whitney,2011-12,nhl,Ryan Whitney,D,DEF,0,0.0,0
Matt Gilroy (D),totals,67,3,17,20,0.30,18,2,https://www.eliteprospects.com/player/16717/matt-gilroy,2011-12,nhl,Matt Gilroy,D,DEF,0,0.0,0
Shane O'Brien (D),Colorado Avalanche,76,3,17,20,0.26,105,2,https://www.eliteprospects.com/player/10228/shane-o-brien,2011-12,nhl,Shane O'Brien,D,DEF,0,0.0,0
Tom Pyatt (C),Tampa Bay Lightning,74,12,7,19,0.26,8,-19,https://www.eliteprospects.com/player/9199/tom-pyatt,2011-12,nhl,Tom Pyatt,C,FW,0,0.0,0
Taylor Pyatt (LW),Phoenix Coyotes,73,9,10,19,0.26,23,-4,https://www.eliteprospects.com/player/5372/taylor-pyatt,2011-12,nhl,Taylor Pyatt,LW,FW,0,0.0,0
Torrey Mitchell (C/RW),San Jose Sharks,76,9,10,19,0.25,29,-6,https://www.eliteprospects.com/player/11438/torrey-mitchell,2011-12,nhl,Torrey Mitchell,C/RW,FW,0,0.0,0
Maxim Lapierre (C),Vancouver Canucks,82,9,10,19,0.23,130,-3,https://www.eliteprospects.com/player/8988/maxim-lapierre,2011-12,nhl,Maxim Lapierre,C,FW,0,0.0,0
Gabriel Bourque (LW),Nashville Predators,43,7,12,19,0.44,6,-2,https://www.eliteprospects.com/player/28421/gabriel-bourque,2011-12,nhl,Gabriel Bourque,LW,FW,0,0.0,0
Adam Burish (RW/LW),Dallas Stars,65,6,13,19,0.29,76,6,https://www.eliteprospects.com/player/10196/adam-burish,2011-12,nhl,Adam Burish,RW/LW,FW,0,0.0,0
Andrew MacDonald (D),New York Islanders,75,5,14,19,0.25,26,-5,https://www.eliteprospects.com/player/12406/andrew-macdonald,2011-12,nhl,Andrew MacDonald,D,DEF,0,0.0,0
Chris Phillips (D),Ottawa Senators,80,5,14,19,0.24,16,12,https://www.eliteprospects.com/player/4719/chris-phillips,2011-12,nhl,Chris Phillips,D,DEF,0,0.0,0
Jan Hejda (D),Colorado Avalanche,81,5,14,19,0.23,24,-17,https://www.eliteprospects.com/player/8365/jan-hejda,2011-12,nhl,Jan Hejda,D,DEF,0,0.0,0
Carl Gunnarsson (D),Toronto Maple Leafs,76,4,15,19,0.25,20,-9,https://www.eliteprospects.com/player/2621/carl-gunnarsson,2011-12,nhl,Carl Gunnarsson,D,DEF,0,0.0,0
Dmitri Orlov (D),Washington Capitals,60,3,16,19,0.32,18,1,https://www.eliteprospects.com/player/17758/dmitri-orlov,2011-12,nhl,Dmitri Orlov,D,DEF,0,0.0,0
Carlo Colaiacovo (D),St. Louis Blues,64,2,17,19,0.30,22,7,https://www.eliteprospects.com/player/9117/carlo-colaiacovo,2011-12,nhl,Carlo Colaiacovo,D,DEF,0,0.0,0
Brayden Schenn (C/W),Philadelphia Flyers,54,12,6,18,0.33,34,-7,https://www.eliteprospects.com/player/14739/brayden-schenn,2011-12,nhl,Brayden Schenn,C/W,FW,0,0.0,0
Matt D'Agostini (RW/LW),St. Louis Blues,55,9,9,18,0.33,27,12,https://www.eliteprospects.com/player/11721/matt-d-agostini,2011-12,nhl,Matt D'Agostini,RW/LW,FW,0,0.0,0
Matt Stajan (C),Calgary Flames,61,8,10,18,0.30,29,-3,https://www.eliteprospects.com/player/8889/matt-stajan,2011-12,nhl,Matt Stajan,C,FW,0,0.0,0
Matthew Lombardi (C),Toronto Maple Leafs,62,8,10,18,0.29,10,-19,https://www.eliteprospects.com/player/8999/matthew-lombardi,2011-12,nhl,Matthew Lombardi,C,FW,0,0.0,0
Manny Malhotra (C),Vancouver Canucks,78,7,11,18,0.23,14,-11,https://www.eliteprospects.com/player/5528/manny-malhotra,2011-12,nhl,Manny Malhotra,C,FW,Manny Malhotra,36.0,1
Mike Knuble (RW),Washington Capitals,72,6,12,18,0.25,32,-15,https://www.eliteprospects.com/player/4322/mike-knuble,2011-12,nhl,Mike Knuble,RW,FW,0,0.0,0
Joel Ward (RW),Washington Capitals,73,6,12,18,0.25,20,12,https://www.eliteprospects.com/player/11014/joel-ward,2011-12,nhl,Joel Ward,RW,FW,0,0.0,0
Nick Bonino (C/LW),Anaheim Ducks,50,5,13,18,0.36,8,1,https://www.eliteprospects.com/player/14686/nick-bonino,2011-12,nhl,Nick Bonino,C/LW,FW,0,0.0,0
Craig Adams (RW),Pittsburgh Penguins,82,5,13,18,0.22,34,-6,https://www.eliteprospects.com/player/8756/craig-adams,2011-12,nhl,Craig Adams,RW,FW,0,0.0,0
Yannick Weber (D),Montréal Canadiens,60,4,14,18,0.30,30,-7,https://www.eliteprospects.com/player/10615/yannick-weber,2011-12,nhl,Yannick Weber,D,DEF,0,0.0,0
Johnny Oduya (D),totals,81,3,15,18,0.22,33,-6,https://www.eliteprospects.com/player/1015/johnny-oduya,2011-12,nhl,Johnny Oduya,D,DEF,0,0.0,0
Anton Strålman (D),New York Rangers,53,2,16,18,0.34,20,9,https://www.eliteprospects.com/player/4152/anton-stralman,2011-12,nhl,Anton Strålman,D,DEF,0,0.0,0
Adam Larsson (D),New Jersey Devils,65,2,16,18,0.28,20,-7,https://www.eliteprospects.com/player/10713/adam-larsson,2011-12,nhl,Adam Larsson,D,DEF,0,0.0,0
Brooks Orpik (D),Pittsburgh Penguins,73,2,16,18,0.25,61,19,https://www.eliteprospects.com/player/8939/brooks-orpik,2011-12,nhl,Brooks Orpik,D,DEF,0,0.0,0
Tim Gleason (D),Carolina Hurricanes,82,1,17,18,0.22,71,12,https://www.eliteprospects.com/player/9162/tim-gleason,2011-12,nhl,Tim Gleason,D,DEF,0,0.0,0
Jay McClement (C/D),Colorado Avalanche,80,10,7,17,0.21,31,-8,https://www.eliteprospects.com/player/9517/jay-mcclement,2011-12,nhl,Jay McClement,C/D,DEF,0,0.0,0
Simon Gagné (LW),Los Angeles Kings,34,7,10,17,0.50,18,-1,https://www.eliteprospects.com/player/8828/simon-gagne,2011-12,nhl,Simon Gagné,LW,FW,0,0.0,0
Dustin Penner (LW),Los Angeles Kings,65,7,10,17,0.26,43,-7,https://www.eliteprospects.com/player/8540/dustin-penner,2011-12,nhl,Dustin Penner,LW,FW,0,0.0,0
Joni Pitkänen (D),Carolina Hurricanes,30,5,12,17,0.57,16,-15,https://www.eliteprospects.com/player/2697/joni-pitkanen,2011-12,nhl,Joni Pitkänen,D,DEF,0,0.0,0
Jared Cowen (D),Ottawa Senators,82,5,12,17,0.21,56,-4,https://www.eliteprospects.com/player/12107/jared-cowen,2011-12,nhl,Jared Cowen,D,DEF,0,0.0,0
Brandon Prust (LW/RW),New York Rangers,82,5,12,17,0.21,156,-1,https://www.eliteprospects.com/player/8920/brandon-prust,2011-12,nhl,Brandon Prust,LW/RW,FW,0,0.0,0
Grant Clitsome (D),totals,63,4,13,17,0.27,32,-9,https://www.eliteprospects.com/player/15053/grant-clitsome,2011-12,nhl,Grant Clitsome,D,DEF,Grant Clitsome,1.0,1
Deryk Engelland (D),Pittsburgh Penguins,73,4,13,17,0.23,56,10,https://www.eliteprospects.com/player/13406/deryk-engelland,2011-12,nhl,Deryk Engelland,D,DEF,0,0.0,0
Andrew Desjardins (W/C),San Jose Sharks,76,4,13,17,0.22,47,4,https://www.eliteprospects.com/player/14631/andrew-desjardins,2011-12,nhl,Andrew Desjardins,W/C,FW,0,0.0,0
Samuel Påhlsson (C),totals,80,4,13,17,0.21,34,-2,https://www.eliteprospects.com/player/732/samuel-pahlsson,2011-12,nhl,Samuel Påhlsson,C,FW,0,0.0,0
Mark Fayne (D),New Jersey Devils,82,4,13,17,0.21,26,-4,https://www.eliteprospects.com/player/18011/mark-fayne,2011-12,nhl,Mark Fayne,D,DEF,0,0.0,0
Karl Alzner (D),Washington Capitals,82,1,16,17,0.21,29,12,https://www.eliteprospects.com/player/10429/karl-alzner,2011-12,nhl,Karl Alzner,D,DEF,0,0.0,0
Travis Moen (LW/RW),Montréal Canadiens,48,9,7,16,0.33,41,-3,https://www.eliteprospects.com/player/8535/travis-moen,2011-12,nhl,Travis Moen,LW/RW,FW,0,0.0,0
Gregory Campbell (C),Boston Bruins,78,8,8,16,0.21,80,-3,https://www.eliteprospects.com/player/9105/gregory-campbell,2011-12,nhl,Gregory Campbell,C,FW,0,0.0,0
Peter Mueller (RW/C),Colorado Avalanche,32,7,9,16,0.50,8,-3,https://www.eliteprospects.com/player/9220/peter-mueller,2011-12,nhl,Peter Mueller,RW/C,FW,0,0.0,0
Bobby Butler (RW),Ottawa Senators,56,6,10,16,0.29,12,8,https://www.eliteprospects.com/player/33224/bobby-butler,2011-12,nhl,Bobby Butler,RW,FW,0,0.0,0
Roman Josi (D),Nashville Predators,52,5,11,16,0.31,14,1,https://www.eliteprospects.com/player/12668/roman-josi,2011-12,nhl,Roman Josi,D,DEF,0,0.0,0
John Mitchell (C/LW),New York Rangers,63,5,11,16,0.25,8,10,https://www.eliteprospects.com/player/11487/john-mitchell,2011-12,nhl,John Mitchell,C/LW,FW,0,0.0,0
Arron Asham (RW),Pittsburgh Penguins,64,5,11,16,0.25,76,-5,https://www.eliteprospects.com/player/8791/arron-asham,2011-12,nhl,Arron Asham,RW,FW,0,0.0,0
Tanner Glass (LW),Winnipeg Jets,78,5,11,16,0.21,73,-12,https://www.eliteprospects.com/player/14085/tanner-glass,2011-12,nhl,Tanner Glass,LW,FW,0,0.0,0
Jeff Halpern (C),Washington Capitals,69,4,12,16,0.23,24,-1,https://www.eliteprospects.com/player/8776/jeff-halpern,2011-12,nhl,Jeff Halpern,C,FW,0,0.0,0
Éric Bélanger (C),Edmonton Oilers,78,4,12,16,0.21,32,-13,https://www.eliteprospects.com/player/8758/eric-belanger,2011-12,nhl,Éric Bélanger,C,FW,0,0.0,0
Kyle Chipchura (C/W),Phoenix Coyotes,53,3,13,16,0.30,42,2,https://www.eliteprospects.com/player/9192/kyle-chipchura,2011-12,nhl,Kyle Chipchura,C/W,FW,0,0.0,0
Aaron Johnson (D),Columbus Blue Jackets,56,3,13,16,0.29,26,-12,https://www.eliteprospects.com/player/10233/aaron-johnson,2011-12,nhl,Aaron Johnson,D,DEF,0,0.0,0
Raphael Díaz (D),Montréal Canadiens,59,3,13,16,0.27,30,-7,https://www.eliteprospects.com/player/17892/raphael-diaz,2011-12,nhl,Raphael Díaz,D,DEF,0,0.0,0
Josh Gorges (D),Montréal Canadiens,82,2,14,16,0.20,39,14,https://www.eliteprospects.com/player/9164/josh-gorges,2011-12,nhl,Josh Gorges,D,DEF,0,0.0,0
Brian Lee (D),totals,55,1,15,16,0.29,35,-8,https://www.eliteprospects.com/player/9218/brian-lee,2011-12,nhl,Brian Lee,D,DEF,0,0.0,0
Andy Greene (D),New Jersey Devils,56,1,15,16,0.29,16,3,https://www.eliteprospects.com/player/9169/andy-greene,2011-12,nhl,Andy Greene,D,DEF,0,0.0,0
Mike Weaver (D),Florida Panthers,82,0,16,16,0.20,14,-2,https://www.eliteprospects.com/player/8814/mike-weaver,2011-12,nhl,Mike Weaver,D,DEF,Mike Weaver,1.0,1
Nate Thompson (C),Tampa Bay Lightning,68,9,6,15,0.22,21,-23,https://www.eliteprospects.com/player/10261/nate-thompson,2011-12,nhl,Nate Thompson,C,FW,Nate Thompson,1.0,1
Daniel Paille (LW),Boston Bruins,69,9,6,15,0.22,15,-5,https://www.eliteprospects.com/player/9510/daniel-paille,2011-12,nhl,Daniel Paille,LW,FW,Daniel Paille,2.0,1
T.J. Galiardi (C/LW),totals,69,9,6,15,0.22,53,-8,https://www.eliteprospects.com/player/12464/t.j.-galiardi,2011-12,nhl,T.J. Galiardi,C/LW,FW,0,0.0,0
Brian Gionta (RW),Montréal Canadiens,31,8,7,15,0.48,16,-7,https://www.eliteprospects.com/player/9048/brian-gionta,2011-12,nhl,Brian Gionta,RW,FW,0,0.0,0
Matt Frattin (LW/RW),Toronto Maple Leafs,56,8,7,15,0.27,25,-4,https://www.eliteprospects.com/player/12534/matt-frattin,2011-12,nhl,Matt Frattin,LW/RW,FW,0,0.0,0
Jordan Caron (RW/LW),Boston Bruins,48,7,8,15,0.31,14,0,https://www.eliteprospects.com/player/32870/jordan-caron,2011-12,nhl,Jordan Caron,RW/LW,FW,0,0.0,0
Tom Wandell (C),Dallas Stars,72,6,9,15,0.21,16,-5,https://www.eliteprospects.com/player/2021/tom-wandell,2011-12,nhl,Tom Wandell,C,FW,0,0.0,0
Jamal Mayers (RW),Chicago Blackhawks,81,6,9,15,0.19,91,-4,https://www.eliteprospects.com/player/5373/jamal-mayers,2011-12,nhl,Jamal Mayers,RW,FW,0,0.0,0
Jaroslav Spacek (D),totals,46,5,10,15,0.33,8,6,https://www.eliteprospects.com/player/1668/jaroslav-spacek,2011-12,nhl,Jaroslav Spacek,D,DEF,0,0.0,0
Michael Frolík (RW/LW),Chicago Blackhawks,63,5,10,15,0.24,22,-10,https://www.eliteprospects.com/player/8701/michael-frolik,2011-12,nhl,Michael Frolík,RW/LW,FW,0,0.0,0
Blake Comeau (LW/RW),totals,74,5,10,15,0.20,30,-11,https://www.eliteprospects.com/player/9190/blake-comeau,2011-12,nhl,Blake Comeau,LW/RW,FW,0,0.0,0
Johnny Boychuk (D),Boston Bruins,77,5,10,15,0.19,53,27,https://www.eliteprospects.com/player/9091/johnny-boychuk,2011-12,nhl,Johnny Boychuk,D,DEF,0,0.0,0
Ladislav Smid (D),Edmonton Oilers,78,5,10,15,0.19,44,4,https://www.eliteprospects.com/player/9225/ladislav-smid,2011-12,nhl,Ladislav Smid,D,DEF,0,0.0,0
Brett Connolly (RW),Tampa Bay Lightning,68,4,11,15,0.22,30,-9,https://www.eliteprospects.com/player/23297/brett-connolly,2011-12,nhl,Brett Connolly,RW,FW,0,0.0,0
Matt Beleskey (LW),Anaheim Ducks,70,4,11,15,0.21,72,-2,https://www.eliteprospects.com/player/9338/matt-beleskey,2011-12,nhl,Matt Beleskey,LW,FW,0,0.0,0
Matt Greene (D),Los Angeles Kings,82,4,11,15,0.18,58,4,https://www.eliteprospects.com/player/9170/matt-greene,2011-12,nhl,Matt Greene,D,DEF,0,0.0,0
Pavel Kubina (D),totals,69,3,12,15,0.22,74,-2,https://www.eliteprospects.com/player/5519/pavel-kubina,2011-12,nhl,Pavel Kubina,D,DEF,0,0.0,0
Marc-André Gragnani (D),totals,58,2,13,15,0.26,26,6,https://www.eliteprospects.com/player/9356/marc-andre-gragnani,2011-12,nhl,Marc-André Gragnani,D,DEF,0,0.0,0
Chris Butler (D),Calgary Flames,68,2,13,15,0.22,34,-9,https://www.eliteprospects.com/player/9206/chris-butler,2011-12,nhl,Chris Butler,D,DEF,0,0.0,0
Brett Clark (D),Tampa Bay Lightning,82,2,13,15,0.18,20,-26,https://www.eliteprospects.com/player/9113/brett-clark,2011-12,nhl,Brett Clark,D,DEF,0,0.0,0
Niklas Hjalmarsson (D),Chicago Blackhawks,69,1,14,15,0.22,14,9,https://www.eliteprospects.com/player/2640/niklas-hjalmarsson,2011-12,nhl,Niklas Hjalmarsson,D,DEF,0,0.0,0
Cam Atkinson (RW),Columbus Blue Jackets,27,7,7,14,0.52,14,1,https://www.eliteprospects.com/player/19166/cam-atkinson,2011-12,nhl,Cam Atkinson,RW,FW,0,0.0,0
Richard Park (RW/C),Pittsburgh Penguins,54,7,7,14,0.26,12,-1,https://www.eliteprospects.com/player/5214/richard-park,2011-12,nhl,Richard Park,RW/C,FW,0,0.0,0
Chuck Kobasew (RW),Colorado Avalanche,58,7,7,14,0.24,51,-10,https://www.eliteprospects.com/player/9018/chuck-kobasew,2011-12,nhl,Chuck Kobasew,RW,FW,0,0.0,0
Derek MacKenzie (C/LW),Columbus Blue Jackets,66,7,7,14,0.21,40,4,https://www.eliteprospects.com/player/8567/derek-mackenzie,2011-12,nhl,Derek MacKenzie,C/LW,FW,0,0.0,0
Matt Martin (LW),New York Islanders,80,7,7,14,0.18,121,-17,https://www.eliteprospects.com/player/19225/matt-martin,2011-12,nhl,Matt Martin,LW,FW,0,0.0,0
Dwight King (LW/RW),Los Angeles Kings,27,5,9,14,0.52,10,3,https://www.eliteprospects.com/player/12539/dwight-king,2011-12,nhl,Dwight King,LW/RW,FW,0,0.0,0
Gilbert Brulé (C/RW),Phoenix Coyotes,33,5,9,14,0.42,11,7,https://www.eliteprospects.com/player/10235/gilbert-brule,2011-12,nhl,Gilbert Brulé,C/RW,FW,0,0.0,0
Steve Montador (D),Chicago Blackhawks,52,5,9,14,0.27,45,4,https://www.eliteprospects.com/player/8729/steve-montador,2011-12,nhl,Steve Montador,D,DEF,Steve Montador,26.0,1
Kurtis Foster (D),totals,51,4,10,14,0.27,35,-13,https://www.eliteprospects.com/player/9156/kurtis-foster,2011-12,nhl,Kurtis Foster,D,DEF,0,0.0,0
Joe Vitale (C/RW),Pittsburgh Penguins,68,4,10,14,0.21,56,-5,https://www.eliteprospects.com/player/15069/joe-vitale,2011-12,nhl,Joe Vitale,C/RW,FW,0,0.0,0
