player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def,Name,Games Missed,head_injuries
Zach Boychuk (C/LW),Carolina Hurricanes,16,0,2,2,0.13,0,-3,https://www.eliteprospects.com/player/11057/zach-boychuk,2011-12,nhl,Zach Boychuk,C/LW,FW,0,0.0,0
Zach Hamill (C/RW),Boston Bruins,16,0,2,2,0.13,4,3,https://www.eliteprospects.com/player/11053/zach-hamill,2011-12,nhl,Zach Hamill,C/RW,FW,0,0.0,0
Mike Lundin (D),Minnesota Wild,17,0,2,2,0.12,4,-1,https://www.eliteprospects.com/player/14077/mike-lundin,2011-12,nhl,Mike Lundin,D,DEF,Mike Lundin,8.0,1
Tim Erixon (D),New York Rangers,18,0,2,2,0.11,8,-2,https://www.eliteprospects.com/player/6051/tim-erixon,2011-12,nhl,Tim Erixon,D,DEF,0,0.0,0
Stéphane Veilleux (LW),totals,22,0,2,2,0.09,15,-2,https://www.eliteprospects.com/player/8839/stephane-veilleux,2011-12,nhl,Stéphane Veilleux,LW,FW,0,0.0,0
Eric Tangradi (LW/C),Pittsburgh Penguins,24,0,2,2,0.08,16,-4,https://www.eliteprospects.com/player/12514/eric-tangradi,2011-12,nhl,Eric Tangradi,LW/C,FW,0,0.0,0
Christopher Tanev (D),Vancouver Canucks,25,0,2,2,0.08,2,10,https://www.eliteprospects.com/player/39601/christopher-tanev,2011-12,nhl,Christopher Tanev,D,DEF,0,0.0,0
John Erskine (D),Washington Capitals,28,0,2,2,0.07,51,3,https://www.eliteprospects.com/player/9148/john-erskine,2011-12,nhl,John Erskine,D,DEF,0,0.0,0
Mike Commodore (D),totals,30,0,2,2,0.07,38,7,https://www.eliteprospects.com/player/9119/mike-commodore,2011-12,nhl,Mike Commodore,D,DEF,0,0.0,0
Brian McGrattan (RW),Nashville Predators,30,0,2,2,0.07,61,-1,https://www.eliteprospects.com/player/8976/brian-mcgrattan,2011-12,nhl,Brian McGrattan,RW,FW,0,0.0,0
Mike Mottau (D),totals,35,0,2,2,0.06,15,-11,https://www.eliteprospects.com/player/13951/mike-mottau,2011-12,nhl,Mike Mottau,D,DEF,0,0.0,0
Mark Fistric (D),Dallas Stars,60,0,2,2,0.03,41,-3,https://www.eliteprospects.com/player/8399/mark-fistric,2011-12,nhl,Mark Fistric,D,DEF,0,0.0,0
Stephen Gionta (C/RW),New Jersey Devils,1,1,0,1,1.00,0,1,https://www.eliteprospects.com/player/9397/stephen-gionta,2011-12,nhl,Stephen Gionta,C/RW,FW,0,0.0,0
Adam Cracknell (RW/C),St. Louis Blues,2,1,0,1,0.50,0,1,https://www.eliteprospects.com/player/14459/adam-cracknell,2011-12,nhl,Adam Cracknell,RW/C,FW,0,0.0,0
Carter Camper (C/RW),Boston Bruins,3,1,0,1,0.33,0,1,https://www.eliteprospects.com/player/15070/carter-camper,2011-12,nhl,Carter Camper,C/RW,FW,0,0.0,0
Travis Turnbull (C/RW),Buffalo Sabres,3,1,0,1,0.33,5,0,https://www.eliteprospects.com/player/33251/travis-turnbull,2011-12,nhl,Travis Turnbull,C/RW,FW,0,0.0,0
Peter Holland (C),Anaheim Ducks,4,1,0,1,0.25,2,0,https://www.eliteprospects.com/player/24654/peter-holland,2011-12,nhl,Peter Holland,C,FW,0,0.0,0
Chris VandeVelde (C/LW),Edmonton Oilers,5,1,0,1,0.20,2,2,https://www.eliteprospects.com/player/14870/chris-vandevelde,2011-12,nhl,Chris VandeVelde,C/LW,FW,0,0.0,0
Colton Orr (RW),Toronto Maple Leafs,5,1,0,1,0.20,5,1,https://www.eliteprospects.com/player/8941/colton-orr,2011-12,nhl,Colton Orr,RW,FW,0,0.0,0
Alexander Urbom (D),New Jersey Devils,5,1,0,1,0.20,9,1,https://www.eliteprospects.com/player/7045/alexander-urbom,2011-12,nhl,Alexander Urbom,D,DEF,0,0.0,0
Jarod Palmer (RW),Minnesota Wild,6,1,0,1,0.17,4,-2,https://www.eliteprospects.com/player/9429/jarod-palmer,2011-12,nhl,Jarod Palmer,RW,FW,0,0.0,0
Mike Angelidis (LW/C),Tampa Bay Lightning,6,1,0,1,0.17,5,-1,https://www.eliteprospects.com/player/14040/mike-angelidis,2011-12,nhl,Mike Angelidis,LW/C,FW,0,0.0,0
Mark Scheifele (C),Winnipeg Jets,7,1,0,1,0.14,0,0,https://www.eliteprospects.com/player/75379/mark-scheifele,2011-12,nhl,Mark Scheifele,C,FW,0,0.0,0
Radek Martínek (D),Columbus Blue Jackets,7,1,0,1,0.14,0,-3,https://www.eliteprospects.com/player/8694/radek-martinek,2011-12,nhl,Radek Martínek,D,DEF,0,0.0,0
Bill Thomas (RW),Florida Panthers,7,1,0,1,0.14,0,0,https://www.eliteprospects.com/player/8853/bill-thomas,2011-12,nhl,Bill Thomas,RW,FW,0,0.0,0
Alexandre Giroux (LW/RW),Columbus Blue Jackets,9,1,0,1,0.11,8,-2,https://www.eliteprospects.com/player/7963/alexandre-giroux,2011-12,nhl,Alexandre Giroux,LW/RW,FW,0,0.0,0
Cody Almond (C),Minnesota Wild,10,1,0,1,0.10,15,-5,https://www.eliteprospects.com/player/11683/cody-almond,2011-12,nhl,Cody Almond,C,FW,0,0.0,0
T.J. Brennan (D),Buffalo Sabres,11,1,0,1,0.09,6,0,https://www.eliteprospects.com/player/12169/t.j.-brennan,2011-12,nhl,T.J. Brennan,D,DEF,0,0.0,0
Aaron Volpatti (LW/RW),Vancouver Canucks,23,1,0,1,0.04,37,-2,https://www.eliteprospects.com/player/39059/aaron-volpatti,2011-12,nhl,Aaron Volpatti,LW/RW,FW,0,0.0,0
Paul Bissonnette (LW/D),Phoenix Coyotes,31,1,0,1,0.03,41,-4,https://www.eliteprospects.com/player/9473/paul-bissonnette,2011-12,nhl,Paul Bissonnette,LW/D,DEF,0,0.0,0
Nino Niederreiter (RW/LW),New York Islanders,55,1,0,1,0.02,12,-29,https://www.eliteprospects.com/player/17679/nino-niederreiter,2011-12,nhl,Nino Niederreiter,RW/LW,FW,0,0.0,0
Brad Staubitz (RW),totals,62,1,0,1,0.02,121,-5,https://www.eliteprospects.com/player/10642/brad-staubitz,2011-12,nhl,Brad Staubitz,RW,FW,Brad Staubitz,2.0,1
Carl Sneep (D),Pittsburgh Penguins,1,0,1,1,1.00,0,1,https://www.eliteprospects.com/player/11431/carl-sneep,2011-12,nhl,Carl Sneep,D,DEF,0,0.0,0
Chay Genoway (D),Minnesota Wild,1,0,1,1,1.00,0,0,https://www.eliteprospects.com/player/24398/chay-genoway,2011-12,nhl,Chay Genoway,D,DEF,0,0.0,0
Philippe Cornet (W/C),Edmonton Oilers,2,0,1,1,0.50,0,0,https://www.eliteprospects.com/player/19051/philippe-cornet,2011-12,nhl,Philippe Cornet,W/C,FW,0,0.0,0
Torey Krug (D),Boston Bruins,2,0,1,1,0.50,0,0,https://www.eliteprospects.com/player/37747/torey-krug,2011-12,nhl,Torey Krug,D,DEF,0,0.0,0
Ryan Hamilton (LW),Toronto Maple Leafs,2,0,1,1,0.50,2,-1,https://www.eliteprospects.com/player/11769/ryan-hamilton,2011-12,nhl,Ryan Hamilton,LW,FW,0,0.0,0
Alex Plante (D),Edmonton Oilers,3,0,1,1,0.33,2,0,https://www.eliteprospects.com/player/11706/alex-plante,2011-12,nhl,Alex Plante,D,DEF,0,0.0,0
Cade Fairchild (D),St. Louis Blues,5,0,1,1,0.20,0,-1,https://www.eliteprospects.com/player/9309/cade-fairchild,2011-12,nhl,Cade Fairchild,D,DEF,0,0.0,0
J.T. Brown (RW),Tampa Bay Lightning,5,0,1,1,0.20,0,2,https://www.eliteprospects.com/player/37802/j.t.-brown,2011-12,nhl,J.T. Brown,RW,FW,0,0.0,0
Riley Nash (C),Carolina Hurricanes,5,0,1,1,0.20,2,1,https://www.eliteprospects.com/player/12507/riley-nash,2011-12,nhl,Riley Nash,C,FW,0,0.0,0
Fabian Brunnström (RW),Detroit Red Wings,5,0,1,1,0.20,4,-2,https://www.eliteprospects.com/player/6659/fabian-brunnstrom,2011-12,nhl,Fabian Brunnström,RW,FW,0,0.0,0
Mark Cullen (C/LW),Florida Panthers,6,0,1,1,0.17,2,2,https://www.eliteprospects.com/player/8851/mark-cullen,2011-12,nhl,Mark Cullen,C/LW,FW,0,0.0,0
Mika Zibanejad (C),Ottawa Senators,9,0,1,1,0.11,2,-3,https://www.eliteprospects.com/player/23856/mika-zibanejad,2011-12,nhl,Mika Zibanejad,C,FW,0,0.0,0
Nikita Filatov (LW/RW),Ottawa Senators,9,0,1,1,0.11,4,1,https://www.eliteprospects.com/player/11860/nikita-filatov,2011-12,nhl,Nikita Filatov,LW/RW,FW,0,0.0,0
Ryan O'Marra (RW/C),totals,9,0,1,1,0.11,4,-1,https://www.eliteprospects.com/player/9197/ryan-o-marra,2011-12,nhl,Ryan O'Marra,RW/C,FW,0,0.0,0
Brian Strait (D),Pittsburgh Penguins,9,0,1,1,0.11,4,-2,https://www.eliteprospects.com/player/9313/brian-strait,2011-12,nhl,Brian Strait,D,DEF,0,0.0,0
Doug Janik (D),Detroit Red Wings,9,0,1,1,0.11,6,2,https://www.eliteprospects.com/player/9027/doug-janik,2011-12,nhl,Doug Janik,D,DEF,0,0.0,0
André Deveaux (RW/C),New York Rangers,9,0,1,1,0.11,29,3,https://www.eliteprospects.com/player/11755/andre-deveaux,2011-12,nhl,André Deveaux,RW/C,FW,0,0.0,0
Patrick Eaves (RW/LW),Detroit Red Wings,10,0,1,1,0.10,2,0,https://www.eliteprospects.com/player/9144/patrick-eaves,2011-12,nhl,Patrick Eaves,RW/LW,FW,Patrick Eaves,1.0,1
Patrick Eaves (RW/LW),Detroit Red Wings,10,0,1,1,0.10,2,0,https://www.eliteprospects.com/player/9144/patrick-eaves,2011-12,nhl,Patrick Eaves,RW/LW,FW,Patrick Eaves,1.0,1
Krys Kolanos (C/W),Calgary Flames,13,0,1,1,0.08,2,-1,https://www.eliteprospects.com/player/8716/krys-kolanos,2011-12,nhl,Krys Kolanos,C/W,FW,0,0.0,0
Jason Jaffray (LW/C),Winnipeg Jets,13,0,1,1,0.08,7,-1,https://www.eliteprospects.com/player/11509/jason-jaffray,2011-12,nhl,Jason Jaffray,LW/C,FW,0,0.0,0
Cody Bass (C/RW),Columbus Blue Jackets,14,0,1,1,0.07,32,0,https://www.eliteprospects.com/player/9358/cody-bass,2011-12,nhl,Cody Bass,C/RW,FW,0,0.0,0
Tom Sestito (LW),Philadelphia Flyers,14,0,1,1,0.07,83,-3,https://www.eliteprospects.com/player/12269/tom-sestito,2011-12,nhl,Tom Sestito,LW,FW,0,0.0,0
Colten Teubert (D),Edmonton Oilers,24,0,1,1,0.04,25,-5,https://www.eliteprospects.com/player/13625/colten-teubert,2011-12,nhl,Colten Teubert,D,DEF,0,0.0,0
Brad Mills (C/RW),New Jersey Devils,27,0,1,1,0.04,32,-10,https://www.eliteprospects.com/player/14948/brad-mills,2011-12,nhl,Brad Mills,C/RW,FW,0,0.0,0
Dylan Olsen (D),Chicago Blackhawks,28,0,1,1,0.04,6,-5,https://www.eliteprospects.com/player/19294/dylan-olsen,2011-12,nhl,Dylan Olsen,D,DEF,0,0.0,0
Jody Shelley (LW),Philadelphia Flyers,30,0,1,1,0.03,64,-6,https://www.eliteprospects.com/player/8722/jody-shelley,2011-12,nhl,Jody Shelley,LW,FW,0,0.0,0
John Scott (LW),totals,35,0,1,1,0.03,53,-1,https://www.eliteprospects.com/player/11774/john-scott,2011-12,nhl,John Scott,LW,FW,0,0.0,0
Cam Janssen (RW),New Jersey Devils,48,0,1,1,0.02,75,-8,https://www.eliteprospects.com/player/9028/cam-janssen,2011-12,nhl,Cam Janssen,RW,FW,0,0.0,0
Ian Laperrière (RW),Philadelphia Flyers,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/8987/ian-laperriere,2011-12,nhl,Ian Laperrière,RW,FW,0,0.0,0
Chris Kreider (LW),New York Rangers,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/37998/chris-kreider,2011-12,nhl,Chris Kreider,LW,FW,0,0.0,0
Mark Stone (RW),Ottawa Senators,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/32806/mark-stone,2011-12,nhl,Mark Stone,RW,FW,0,0.0,0
Steve Pinizzotto (RW),Vancouver Canucks,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/15479/steve-pinizzotto,2011-12,nhl,Steve Pinizzotto,RW,FW,0,0.0,0
Blair Betts (C),Philadelphia Flyers,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/9082/blair-betts,2011-12,nhl,Blair Betts,C,FW,0,0.0,0
Tom Poti (D),Washington Capitals,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/8918/tom-poti,2011-12,nhl,Tom Poti,D,DEF,0,0.0,0
Kurt Sauer (D),Phoenix Coyotes,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/8870/kurt-sauer,2011-12,nhl,Kurt Sauer,D,DEF,0,0.0,0
Marc Savard (C),Boston Bruins,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/8574/marc-savard,2011-12,nhl,Marc Savard,C,FW,Marc Savard,48.0,1
Jakob Silfverberg (RW/LW),Ottawa Senators,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/6562/jakob-silfverberg,2011-12,nhl,Jakob Silfverberg,RW/LW,FW,0,0.0,0
Mattias Öhlund (D),Tampa Bay Lightning,0,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/749/mattias-ohlund,2011-12,nhl,Mattias Öhlund,D,DEF,0,0.0,0
Milan Kytnár (C),Edmonton Oilers,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/11850/milan-kytnar,2011-12,nhl,Milan Kytnár,C,FW,0,0.0,0
Francis Wathier (LW),Dallas Stars,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/13999/francis-wathier,2011-12,nhl,Francis Wathier,LW,FW,0,0.0,0
Andrew Joudrey (C),Columbus Blue Jackets,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/14078/andrew-joudrey,2011-12,nhl,Andrew Joudrey,C,FW,0,0.0,0
Matt Watkins (C/LW),Phoenix Coyotes,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/14871/matt-watkins,2011-12,nhl,Matt Watkins,C/LW,FW,0,0.0,0
Bryan Rodney (D),Edmonton Oilers,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/15541/bryan-rodney,2011-12,nhl,Bryan Rodney,D,DEF,0,0.0,0
Maxime Sauvé (C),Boston Bruins,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/17514/maxime-sauve,2011-12,nhl,Maxime Sauvé,C,FW,0,0.0,0
Cody Goloubef (D),Columbus Blue Jackets,1,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/18594/cody-goloubef,2011-12,nhl,Cody Goloubef,D,DEF,0,0.0,0
Brenden Dillon (D),Dallas Stars,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/23790/brenden-dillon,2011-12,nhl,Brenden Dillon,D,DEF,0,0.0,0
Mike Hoffman (LW/C),Ottawa Senators,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/18800/mike-hoffman,2011-12,nhl,Mike Hoffman,LW/C,FW,0,0.0,0
Greg Rallo (C),Florida Panthers,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/11521/greg-rallo,2011-12,nhl,Greg Rallo,C,FW,0,0.0,0
Ryan Thang (RW/LW),Nashville Predators,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/11420/ryan-thang,2011-12,nhl,Ryan Thang,RW/LW,FW,0,0.0,0
Jon Matsumoto (C),Florida Panthers,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/11409/jon-matsumoto,2011-12,nhl,Jon Matsumoto,C,FW,0,0.0,0
Raitis Ivanans (LW),Calgary Flames,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/10230/raitis-ivanans,2011-12,nhl,Raitis Ivanans,LW,FW,0,0.0,0
D.J. King (LW/RW),Washington Capitals,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/10200/d.j.-king,2011-12,nhl,D.J. King,LW/RW,FW,0,0.0,0
Brendan Bell (D),New York Rangers,1,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/9514/brendan-bell,2011-12,nhl,Brendan Bell,D,DEF,0,0.0,0
Trent Whitfield (C),Boston Bruins,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/8823/trent-whitfield,2011-12,nhl,Trent Whitfield,C,FW,0,0.0,0
Nolan Yonkman (D),Florida Panthers,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/8796/nolan-yonkman,2011-12,nhl,Nolan Yonkman,D,DEF,0,0.0,0
André Petersson (LW/RW),Ottawa Senators,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/7039/andre-petersson,2011-12,nhl,André Petersson,LW/RW,FW,0,0.0,0
Matt Fraser (RW/LW),Dallas Stars,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/37148/matt-fraser,2011-12,nhl,Matt Fraser,RW/LW,FW,0,0.0,0
Kris Foucault (W/C),Minnesota Wild,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/32805/kris-foucault,2011-12,nhl,Kris Foucault,W/C,FW,0,0.0,0
Calvin de Haan (D),New York Islanders,1,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/23814/calvin-de-haan,2011-12,nhl,Calvin de Haan,D,DEF,0,0.0,0
Ty Wishart (D),New York Islanders,1,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/9332/ty-wishart,2011-12,nhl,Ty Wishart,D,DEF,0,0.0,0
Tyler Cuma (D),Minnesota Wild,1,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/15385/tyler-cuma,2011-12,nhl,Tyler Cuma,D,DEF,0,0.0,0
Scott Glennie (RW/C),Dallas Stars,1,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/13799/scott-glennie,2011-12,nhl,Scott Glennie,RW/C,FW,0,0.0,0
Jon DiSalvatore (RW),Minnesota Wild,1,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/9451/jon-disalvatore,2011-12,nhl,Jon DiSalvatore,RW,FW,0,0.0,0
Riley Sheahan (C/LW),Detroit Red Wings,1,0,0,0,0.00,4,0,https://www.eliteprospects.com/player/33929/riley-sheahan,2011-12,nhl,Riley Sheahan,C/LW,FW,0,0.0,0
Jeremy Welsh (C/LW),Carolina Hurricanes,1,0,0,0,0.00,4,0,https://www.eliteprospects.com/player/37737/jeremy-welsh,2011-12,nhl,Jeremy Welsh,C/LW,FW,0,0.0,0
Victor Oreskovich (RW),Vancouver Canucks,1,0,0,0,0.00,7,0,https://www.eliteprospects.com/player/41101/victor-oreskovich,2011-12,nhl,Victor Oreskovich,RW,FW,0,0.0,0
Zack Stortini (RW),Nashville Predators,1,0,0,0,0.00,7,0,https://www.eliteprospects.com/player/11008/zack-stortini,2011-12,nhl,Zack Stortini,RW,FW,0,0.0,0
Mat Clark (D),Anaheim Ducks,2,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/31560/mat-clark,2011-12,nhl,Mat Clark,D,DEF,0,0.0,0
Brandon Saad (LW/RW),Chicago Blackhawks,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/31264/brandon-saad,2011-12,nhl,Brandon Saad,LW/RW,FW,0,0.0,0
Derek Whitmore (LW),Buffalo Sabres,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/15061/derek-whitmore,2011-12,nhl,Derek Whitmore,LW,FW,0,0.0,0
Colin Stuart (C/LW),Buffalo Sabres,2,0,0,0,0.00,0,-3,https://www.eliteprospects.com/player/11570/colin-stuart,2011-12,nhl,Colin Stuart,C/LW,FW,0,0.0,0
Brett Carson (D),Calgary Flames,2,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/10406/brett-carson,2011-12,nhl,Brett Carson,D,DEF,0,0.0,0
Bill Sweatt (LW),Vancouver Canucks,2,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/9322/bill-sweatt,2011-12,nhl,Bill Sweatt,LW,FW,0,0.0,0
Mattias Ekholm (D),Nashville Predators,2,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/8373/mattias-ekholm,2011-12,nhl,Mattias Ekholm,D,DEF,0,0.0,0
Sean Collins (D),Washington Capitals,2,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/11422/sean-collins,2011-12,nhl,Sean Collins,D,DEF,0,0.0,0
Pat Maroon (LW),Anaheim Ducks,2,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/12063/pat-maroon,2011-12,nhl,Pat Maroon,LW,FW,0,0.0,0
Mike Connolly (LW),Colorado Avalanche,2,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/18759/mike-connolly,2011-12,nhl,Mike Connolly,LW,FW,0,0.0,0
Mark Borowiecki (D),Ottawa Senators,2,0,0,0,0.00,2,-1,https://www.eliteprospects.com/player/19223/mark-borowiecki,2011-12,nhl,Mark Borowiecki,D,DEF,0,0.0,0
Kristian Huselius (LW),Columbus Blue Jackets,2,0,0,0,0.00,2,-2,https://www.eliteprospects.com/player/691/kristian-huselius,2011-12,nhl,Kristian Huselius,LW,FW,0,0.0,0
Alexandre Bolduc (C),Phoenix Coyotes,2,0,0,0,0.00,2,-1,https://www.eliteprospects.com/player/9472/alexandre-bolduc,2011-12,nhl,Alexandre Bolduc,C,FW,0,0.0,0
Derek Meech (D),Winnipeg Jets,2,0,0,0,0.00,4,1,https://www.eliteprospects.com/player/9506/derek-meech,2011-12,nhl,Derek Meech,D,DEF,0,0.0,0
Trevor Gillies (LW),New York Islanders,3,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/13776/trevor-gillies,2011-12,nhl,Trevor Gillies,LW,FW,0,0.0,0
Gabriel Dumont (C/RW),Montréal Canadiens,3,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/36736/gabriel-dumont,2011-12,nhl,Gabriel Dumont,C/RW,FW,0,0.0,0
Evan Oberg (D),Tampa Bay Lightning,3,0,0,0,0.00,0,2,https://www.eliteprospects.com/player/34924/evan-oberg,2011-12,nhl,Evan Oberg,D,DEF,0,0.0,0
Colby Robak (D),Florida Panthers,3,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/17518/colby-robak,2011-12,nhl,Colby Robak,D,DEF,0,0.0,0
Jeremy Morin (RW/LW),Chicago Blackhawks,3,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/17507/jeremy-morin,2011-12,nhl,Jeremy Morin,RW/LW,FW,0,0.0,0
Matt Bartkowski (D),Boston Bruins,3,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/16707/matt-bartkowski,2011-12,nhl,Matt Bartkowski,D,DEF,0,0.0,0
Paul Postma (D),Winnipeg Jets,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/15032/paul-postma,2011-12,nhl,Paul Postma,D,DEF,0,0.0,0
Matt Donovan (D),New York Islanders,3,0,0,0,0.00,0,-3,https://www.eliteprospects.com/player/14126/matt-donovan,2011-12,nhl,Matt Donovan,D,DEF,0,0.0,0
Evan Brophey (C/LW),Colorado Avalanche,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/11111/evan-brophey,2011-12,nhl,Evan Brophey,C/LW,FW,0,0.0,0
Bobby Sanguinetti (D),Carolina Hurricanes,3,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/11110/bobby-sanguinetti,2011-12,nhl,Bobby Sanguinetti,D,DEF,0,0.0,0
Kris Fredheim (D),Minnesota Wild,3,0,0,0,0.00,2,-2,https://www.eliteprospects.com/player/14864/kris-fredheim,2011-12,nhl,Kris Fredheim,D,DEF,0,0.0,0
Reilly Smith (RW/LW),Dallas Stars,3,0,0,0,0.00,2,-3,https://www.eliteprospects.com/player/33903/reilly-smith,2011-12,nhl,Reilly Smith,RW/LW,FW,0,0.0,0
Josh Hennessy (C),Boston Bruins,3,0,0,0,0.00,2,1,https://www.eliteprospects.com/player/10420/josh-hennessy,2011-12,nhl,Josh Hennessy,C,FW,0,0.0,0
Pierre-Luc Létourneau-Leblond (LW/RW),Calgary Flames,3,0,0,0,0.00,10,1,https://www.eliteprospects.com/player/15208/pierre-luc-letourneau-leblond,2011-12,nhl,Pierre-Luc Létourneau-Leblond,LW/RW,FW,0,0.0,0
Joel Rechlicz (RW),Washington Capitals,3,0,0,0,0.00,10,0,https://www.eliteprospects.com/player/12128/joel-rechlicz,2011-12,nhl,Joel Rechlicz,RW,FW,0,0.0,0
Chris Mueller (C/RW),Nashville Predators,4,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/17839/chris-mueller,2011-12,nhl,Chris Mueller,C/RW,FW,0,0.0,0
Brett Sterling (LW/RW),St. Louis Blues,4,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/9408/brett-sterling,2011-12,nhl,Brett Sterling,LW/RW,FW,0,0.0,0
Brandon Manning (D),Philadelphia Flyers,4,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/23346/brandon-manning,2011-12,nhl,Brandon Manning,D,DEF,0,0.0,0
Vladimir Zharkov (RW/LW),New Jersey Devils,4,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/9303/vladimir-zharkov,2011-12,nhl,Vladimir Zharkov,RW/LW,FW,0,0.0,0
Mark Fraser (D),New Jersey Devils,4,0,0,0,0.00,14,-2,https://www.eliteprospects.com/player/11020/mark-fraser,2011-12,nhl,Mark Fraser,D,DEF,0,0.0,0
Matt Walker (D),Philadelphia Flyers,4,0,0,0,0.00,16,-2,https://www.eliteprospects.com/player/8798/matt-walker,2011-12,nhl,Matt Walker,D,DEF,0,0.0,0
Joakim Andersson (C),Detroit Red Wings,5,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/4087/joakim-andersson,2011-12,nhl,Joakim Andersson,C,FW,0,0.0,0
Taylor Chorney (D),totals,5,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/9204/taylor-chorney,2011-12,nhl,Taylor Chorney,D,DEF,0,0.0,0
Kyle Wilson (C),Nashville Predators,5,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/11750/kyle-wilson,2011-12,nhl,Kyle Wilson,C,FW,0,0.0,0
Colin McDonald (RW),Pittsburgh Penguins,5,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/13411/colin-mcdonald,2011-12,nhl,Colin McDonald,RW,FW,0,0.0,0
Dalton Prout (D),Columbus Blue Jackets,5,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/22629/dalton-prout,2011-12,nhl,Dalton Prout,D,DEF,0,0.0,0
Joe Piskula (D),Calgary Flames,5,0,0,0,0.00,2,-5,https://www.eliteprospects.com/player/14335/joe-piskula,2011-12,nhl,Joe Piskula,D,DEF,0,0.0,0
Rhett Rakhshani (RW),New York Islanders,5,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/9315/rhett-rakhshani,2011-12,nhl,Rhett Rakhshani,RW,FW,0,0.0,0
Ben Holmstrom (C),Philadelphia Flyers,5,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/38349/ben-holmstrom,2011-12,nhl,Ben Holmstrom,C,FW,0,0.0,0
Brett Festerling (D),Winnipeg Jets,5,0,0,0,0.00,2,-1,https://www.eliteprospects.com/player/14082/brett-festerling,2011-12,nhl,Brett Festerling,D,DEF,0,0.0,0
Tomas Kundratek (D),Washington Capitals,5,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/13651/tomas-kundratek,2011-12,nhl,Tomas Kundratek,D,DEF,0,0.0,0
