player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def,Name,Games Missed,head_injuries
Kyle Clifford (LW),Los Angeles Kings,48,7,7,14,0.29,51,1,https://www.eliteprospects.com/player/15480/kyle-clifford,2012-13,nhl,Kyle Clifford,LW,FW,0,0.0,0
Erik Karlsson (D),Ottawa Senators,17,6,8,14,0.82,8,8,https://www.eliteprospects.com/player/9878/erik-karlsson,2012-13,nhl,Erik Karlsson,D,DEF,0,0.0,0
James Wisniewski (D),Columbus Blue Jackets,30,5,9,14,0.47,15,-1,https://www.eliteprospects.com/player/9407/james-wisniewski,2012-13,nhl,James Wisniewski,D,DEF,0,0.0,0
Zach Bogosian (D),Winnipeg Jets,33,5,9,14,0.42,29,-5,https://www.eliteprospects.com/player/14440/zach-bogosian,2012-13,nhl,Zach Bogosian,D,DEF,0,0.0,0
T.J. Galiardi (C/LW),San Jose Sharks,36,5,9,14,0.39,14,1,https://www.eliteprospects.com/player/12464/t.j.-galiardi,2012-13,nhl,T.J. Galiardi,C/LW,FW,0,0.0,0
Brandon Prust (LW/RW),Montréal Canadiens,38,5,9,14,0.37,110,11,https://www.eliteprospects.com/player/8920/brandon-prust,2012-13,nhl,Brandon Prust,LW/RW,FW,0,0.0,0
Kyle Chipchura (C/W),Phoenix Coyotes,46,5,9,14,0.30,50,1,https://www.eliteprospects.com/player/9192/kyle-chipchura,2012-13,nhl,Kyle Chipchura,C/W,FW,0,0.0,0
Jochen Hecht (C/LW),Buffalo Sabres,47,5,9,14,0.30,18,6,https://www.eliteprospects.com/player/8674/jochen-hecht,2012-13,nhl,Jochen Hecht,C/LW,FW,0,0.0,0
Trevor Lewis (C/RW),Los Angeles Kings,48,5,9,14,0.29,19,5,https://www.eliteprospects.com/player/10461/trevor-lewis,2012-13,nhl,Trevor Lewis,C/RW,FW,0,0.0,0
Chris Phillips (D),Ottawa Senators,48,5,9,14,0.29,43,-5,https://www.eliteprospects.com/player/4719/chris-phillips,2012-13,nhl,Chris Phillips,D,DEF,0,0.0,0
Milan Michálek (LW/RW),Ottawa Senators,23,4,10,14,0.61,17,8,https://www.eliteprospects.com/player/8586/milan-michalek,2012-13,nhl,Milan Michálek,LW/RW,FW,0,0.0,0
Patric Hörnqvist (RW),Nashville Predators,24,4,10,14,0.58,14,-1,https://www.eliteprospects.com/player/3683/patric-hornqvist,2012-13,nhl,Patric Hörnqvist,RW,FW,0,0.0,0
Matt Niskanen (D),Pittsburgh Penguins,40,4,10,14,0.35,12,4,https://www.eliteprospects.com/player/9214/matt-niskanen,2012-13,nhl,Matt Niskanen,D,DEF,0,0.0,0
Boyd Gordon (C),Phoenix Coyotes,48,4,10,14,0.29,8,0,https://www.eliteprospects.com/player/9513/boyd-gordon,2012-13,nhl,Boyd Gordon,C,FW,0,0.0,0
Stephen Gionta (C/RW),New Jersey Devils,48,4,10,14,0.29,14,2,https://www.eliteprospects.com/player/9397/stephen-gionta,2012-13,nhl,Stephen Gionta,C/RW,FW,0,0.0,0
Beau Bennett (RW/LW),Pittsburgh Penguins,26,3,11,14,0.54,6,7,https://www.eliteprospects.com/player/46980/beau-bennett,2012-13,nhl,Beau Bennett,RW/LW,FW,0,0.0,0
Lubomir Visnovsky (D),New York Islanders,35,3,11,14,0.40,20,12,https://www.eliteprospects.com/player/8592/lubomir-visnovsky,2012-13,nhl,Lubomir Visnovsky,D,DEF,0,0.0,0
Kevin Klein (D),Nashville Predators,47,3,11,14,0.30,9,-1,https://www.eliteprospects.com/player/9507/kevin-klein,2012-13,nhl,Kevin Klein,D,DEF,0,0.0,0
Jason Chimera (LW/RW),Washington Capitals,47,3,11,14,0.30,48,-5,https://www.eliteprospects.com/player/8762/jason-chimera,2012-13,nhl,Jason Chimera,LW/RW,FW,0,0.0,0
Dustin Penner (LW),Los Angeles Kings,33,2,12,14,0.42,18,-2,https://www.eliteprospects.com/player/8540/dustin-penner,2012-13,nhl,Dustin Penner,LW,FW,Dustin Penner,5.0,1
Dan Girardi (D),New York Rangers,46,2,12,14,0.30,16,-1,https://www.eliteprospects.com/player/11025/dan-girardi,2012-13,nhl,Dan Girardi,D,DEF,0,0.0,0
T.J. Brodie (D),Calgary Flames,47,2,12,14,0.30,8,-9,https://www.eliteprospects.com/player/19170/t.j.-brodie,2012-13,nhl,T.J. Brodie,D,DEF,0,0.0,0
Raphael Díaz (D),Montréal Canadiens,23,1,13,14,0.61,6,4,https://www.eliteprospects.com/player/17892/raphael-diaz,2012-13,nhl,Raphael Díaz,D,DEF,0,0.0,0
Justin Abdelkader (LW/RW),Detroit Red Wings,48,10,3,13,0.27,34,6,https://www.eliteprospects.com/player/10460/justin-abdelkader,2012-13,nhl,Justin Abdelkader,LW/RW,FW,Justin Abdelkader,5.0,1
Nick Spaling (C/LW),Nashville Predators,47,9,4,13,0.28,18,-10,https://www.eliteprospects.com/player/12462/nick-spaling,2012-13,nhl,Nick Spaling,C/LW,FW,0,0.0,0
Erik Cole (LW),totals,47,9,4,13,0.28,20,-6,https://www.eliteprospects.com/player/8732/erik-cole,2012-13,nhl,Erik Cole,LW,FW,0,0.0,0
Matt Beleskey (LW),Anaheim Ducks,42,8,5,13,0.31,56,2,https://www.eliteprospects.com/player/9338/matt-beleskey,2012-13,nhl,Matt Beleskey,LW,FW,0,0.0,0
Matt Frattin (LW/RW),Toronto Maple Leafs,25,7,6,13,0.52,4,6,https://www.eliteprospects.com/player/12534/matt-frattin,2012-13,nhl,Matt Frattin,LW/RW,FW,0,0.0,0
René Bourque (LW/RW),Montréal Canadiens,27,7,6,13,0.48,32,-1,https://www.eliteprospects.com/player/9089/rene-bourque,2012-13,nhl,René Bourque,LW/RW,FW,0,0.0,0
Jaden Schwartz (LW),St. Louis Blues,45,7,6,13,0.29,4,-4,https://www.eliteprospects.com/player/33907/jaden-schwartz,2012-13,nhl,Jaden Schwartz,LW,FW,0,0.0,0
Nick Bonino (C/LW),Anaheim Ducks,27,5,8,13,0.48,8,-3,https://www.eliteprospects.com/player/14686/nick-bonino,2012-13,nhl,Nick Bonino,C/LW,FW,0,0.0,0
Tommy Wingels (C/W),San Jose Sharks,42,5,8,13,0.31,26,-9,https://www.eliteprospects.com/player/19230/tommy-wingels,2012-13,nhl,Tommy Wingels,C/W,FW,0,0.0,0
Ryan Kesler (C),Vancouver Canucks,17,4,9,13,0.76,12,-5,https://www.eliteprospects.com/player/9014/ryan-kesler,2012-13,nhl,Ryan Kesler,C,FW,0,0.0,0
Ryan Whitney (D),Edmonton Oilers,34,4,9,13,0.38,23,-7,https://www.eliteprospects.com/player/9399/ryan-whitney,2012-13,nhl,Ryan Whitney,D,DEF,0,0.0,0
Jakub Kindl (D),Detroit Red Wings,41,4,9,13,0.32,28,15,https://www.eliteprospects.com/player/9230/jakub-kindl,2012-13,nhl,Jakub Kindl,D,DEF,0,0.0,0
Trevor Daley (D),Dallas Stars,44,4,9,13,0.30,14,1,https://www.eliteprospects.com/player/9128/trevor-daley,2012-13,nhl,Trevor Daley,D,DEF,0,0.0,0
Ruslan Fedotenko (LW/RW),Philadelphia Flyers,47,4,9,13,0.28,12,8,https://www.eliteprospects.com/player/8638/ruslan-fedotenko,2012-13,nhl,Ruslan Fedotenko,LW/RW,FW,0,0.0,0
Marcus Krüger (C),Chicago Blackhawks,47,4,9,13,0.28,24,3,https://www.eliteprospects.com/player/8311/marcus-kruger,2012-13,nhl,Marcus Krüger,C,FW,0,0.0,0
Andrew Ference (D),Boston Bruins,48,4,9,13,0.27,35,9,https://www.eliteprospects.com/player/8711/andrew-ference,2012-13,nhl,Andrew Ference,D,DEF,Andrew Ference,3.0,1
Gregory Campbell (C),Boston Bruins,48,4,9,13,0.27,41,2,https://www.eliteprospects.com/player/9105/gregory-campbell,2012-13,nhl,Gregory Campbell,C,FW,0,0.0,0
Drew Shore (C),Florida Panthers,43,3,10,13,0.30,14,-10,https://www.eliteprospects.com/player/31263/drew-shore,2012-13,nhl,Drew Shore,C,FW,0,0.0,0
Tom Gilbert (D),Minnesota Wild,43,3,10,13,0.30,18,-11,https://www.eliteprospects.com/player/11009/tom-gilbert,2012-13,nhl,Tom Gilbert,D,DEF,0,0.0,0
Jonathan Ericsson (D),Detroit Red Wings,45,3,10,13,0.29,29,6,https://www.eliteprospects.com/player/1346/jonathan-ericsson,2012-13,nhl,Jonathan Ericsson,D,DEF,0,0.0,0
Tyson Barrie (D),Colorado Avalanche,32,2,11,13,0.41,10,-11,https://www.eliteprospects.com/player/15127/tyson-barrie,2012-13,nhl,Tyson Barrie,D,DEF,0,0.0,0
Ryan Smyth (LW),Edmonton Oilers,47,2,11,13,0.28,40,-5,https://www.eliteprospects.com/player/8888/ryan-smyth,2012-13,nhl,Ryan Smyth,LW,FW,0,0.0,0
Stéphane Robidas (D),Dallas Stars,48,1,12,13,0.27,56,2,https://www.eliteprospects.com/player/8731/stephane-robidas,2012-13,nhl,Stéphane Robidas,D,DEF,0,0.0,0
Ron Hainsey (D),Winnipeg Jets,47,0,13,13,0.28,10,-8,https://www.eliteprospects.com/player/9037/ron-hainsey,2012-13,nhl,Ron Hainsey,D,DEF,0,0.0,0
Andrei Loktionov (C),New Jersey Devils,28,8,4,12,0.43,4,-2,https://www.eliteprospects.com/player/11867/andrei-loktionov,2012-13,nhl,Andrei Loktionov,C,FW,0,0.0,0
Kyle Brodziak (C),Minnesota Wild,48,8,4,12,0.25,20,-18,https://www.eliteprospects.com/player/9097/kyle-brodziak,2012-13,nhl,Kyle Brodziak,C,FW,0,0.0,0
Cody McLeod (LW),Colorado Avalanche,48,8,4,12,0.25,83,4,https://www.eliteprospects.com/player/10411/cody-mcleod,2012-13,nhl,Cody McLeod,LW,FW,0,0.0,0
Shawn Horcoff (C),Edmonton Oilers,31,7,5,12,0.39,24,8,https://www.eliteprospects.com/player/4375/shawn-horcoff,2012-13,nhl,Shawn Horcoff,C,FW,0,0.0,0
Kevin Bieksa (D),Vancouver Canucks,36,6,6,12,0.33,48,6,https://www.eliteprospects.com/player/9682/kevin-bieksa,2012-13,nhl,Kevin Bieksa,D,DEF,0,0.0,0
Matt Irwin (D),San Jose Sharks,38,6,6,12,0.32,10,-1,https://www.eliteprospects.com/player/18745/matt-irwin,2012-13,nhl,Matt Irwin,D,DEF,0,0.0,0
Keith Aucoin (C),New York Islanders,41,6,6,12,0.29,4,-1,https://www.eliteprospects.com/player/9069/keith-aucoin,2012-13,nhl,Keith Aucoin,C,FW,0,0.0,0
Blake Comeau (LW/RW),totals,42,6,6,12,0.29,20,-4,https://www.eliteprospects.com/player/9190/blake-comeau,2012-13,nhl,Blake Comeau,LW/RW,FW,0,0.0,0
Ryan Johansen (C),Columbus Blue Jackets,40,5,7,12,0.30,12,-7,https://www.eliteprospects.com/player/45512/ryan-johansen,2012-13,nhl,Ryan Johansen,C,FW,0,0.0,0
Craig Smith (RW/C),Nashville Predators,44,4,8,12,0.27,20,-11,https://www.eliteprospects.com/player/27038/craig-smith,2012-13,nhl,Craig Smith,RW/C,FW,0,0.0,0
Eric Brewer (D),Tampa Bay Lightning,48,4,8,12,0.25,30,3,https://www.eliteprospects.com/player/9095/eric-brewer,2012-13,nhl,Eric Brewer,D,DEF,0,0.0,0
Erik Condra (RW/LW),Ottawa Senators,48,4,8,12,0.25,34,3,https://www.eliteprospects.com/player/11419/erik-condra,2012-13,nhl,Erik Condra,RW/LW,FW,0,0.0,0
Chris Neil (RW),Ottawa Senators,48,4,8,12,0.25,144,0,https://www.eliteprospects.com/player/8949/chris-neil,2012-13,nhl,Chris Neil,RW,FW,0,0.0,0
Alexei Yemelin (D),Montréal Canadiens,38,3,9,12,0.32,33,2,https://www.eliteprospects.com/player/9253/alexei-yemelin,2012-13,nhl,Alexei Yemelin,D,DEF,0,0.0,0
Jack Skille (RW/LW),Florida Panthers,40,3,9,12,0.30,11,-9,https://www.eliteprospects.com/player/9217/jack-skille,2012-13,nhl,Jack Skille,RW/LW,FW,0,0.0,0
Barret Jackman (D),St. Louis Blues,46,3,9,12,0.26,39,6,https://www.eliteprospects.com/player/9025/barret-jackman,2012-13,nhl,Barret Jackman,D,DEF,0,0.0,0
Johnny Oduya (D),Chicago Blackhawks,48,3,9,12,0.25,10,12,https://www.eliteprospects.com/player/1015/johnny-oduya,2012-13,nhl,Johnny Oduya,D,DEF,0,0.0,0
Andrew MacDonald (D),New York Islanders,48,3,9,12,0.25,20,-2,https://www.eliteprospects.com/player/12406/andrew-macdonald,2012-13,nhl,Andrew MacDonald,D,DEF,0,0.0,0
Jeff Petry (D),Edmonton Oilers,48,3,9,12,0.25,29,1,https://www.eliteprospects.com/player/12265/jeff-petry,2012-13,nhl,Jeff Petry,D,DEF,Jeff Petry,1.0,1
Andrej Sekera (D),Buffalo Sabres,37,2,10,12,0.32,4,-2,https://www.eliteprospects.com/player/9249/andrej-sekera,2012-13,nhl,Andrej Sekera,D,DEF,0,0.0,0
Rob Scuderi (D),Los Angeles Kings,48,1,11,12,0.25,4,-6,https://www.eliteprospects.com/player/8878/rob-scuderi,2012-13,nhl,Rob Scuderi,D,DEF,0,0.0,0
Michal Rozsíval (D),Chicago Blackhawks,27,0,12,12,0.44,14,18,https://www.eliteprospects.com/player/8687/michal-rozsival,2012-13,nhl,Michal Rozsíval,D,DEF,0,0.0,0
Scott Hartnell (LW),Philadelphia Flyers,32,8,3,11,0.34,70,-5,https://www.eliteprospects.com/player/8764/scott-hartnell,2012-13,nhl,Scott Hartnell,LW,FW,0,0.0,0
Zack Kassian (RW),Vancouver Canucks,39,7,4,11,0.28,51,-7,https://www.eliteprospects.com/player/15390/zack-kassian,2012-13,nhl,Zack Kassian,RW,FW,0,0.0,0
Eric Nystrom (LW),Dallas Stars,48,7,4,11,0.23,61,-3,https://www.eliteprospects.com/player/6669/eric-nystrom,2012-13,nhl,Eric Nystrom,LW,FW,0,0.0,0
Brian Flynn (C/W),Buffalo Sabres,26,6,5,11,0.42,0,6,https://www.eliteprospects.com/player/33228/brian-flynn,2012-13,nhl,Brian Flynn,C/W,FW,0,0.0,0
Lauri Korpikoski (LW/RW),Phoenix Coyotes,36,6,5,11,0.31,12,-3,https://www.eliteprospects.com/player/4219/lauri-korpikoski,2012-13,nhl,Lauri Korpikoski,LW/RW,FW,0,0.0,0
Tyler Kennedy (C/RW),Pittsburgh Penguins,46,6,5,11,0.24,19,-6,https://www.eliteprospects.com/player/11535/tyler-kennedy,2012-13,nhl,Tyler Kennedy,C/RW,FW,0,0.0,0
Taylor Pyatt (LW),New York Rangers,48,6,5,11,0.23,6,5,https://www.eliteprospects.com/player/5372/taylor-pyatt,2012-13,nhl,Taylor Pyatt,LW,FW,Taylor Pyatt,8.0,1
Rob Klinkhammer (W/C),Phoenix Coyotes,22,5,6,11,0.50,10,7,https://www.eliteprospects.com/player/14517/rob-klinkhammer,2012-13,nhl,Rob Klinkhammer,W/C,FW,0,0.0,0
Matt Halischuk (RW),Nashville Predators,36,5,6,11,0.31,10,1,https://www.eliteprospects.com/player/12560/matt-halischuk,2012-13,nhl,Matt Halischuk,RW,FW,0,0.0,0
Milan Hejduk (RW),Colorado Avalanche,29,4,7,11,0.38,0,-7,https://www.eliteprospects.com/player/8603/milan-hejduk,2012-13,nhl,Milan Hejduk,RW,FW,0,0.0,0
Bobby Butler (RW),totals,34,4,7,11,0.32,4,-8,https://www.eliteprospects.com/player/33224/bobby-butler,2012-13,nhl,Bobby Butler,RW,FW,0,0.0,0
Matt Martin (LW),New York Islanders,48,4,7,11,0.23,63,-2,https://www.eliteprospects.com/player/19225/matt-martin,2012-13,nhl,Matt Martin,LW,FW,0,0.0,0
Luke Schenn (D),Philadelphia Flyers,47,3,8,11,0.23,34,3,https://www.eliteprospects.com/player/11400/luke-schenn,2012-13,nhl,Luke Schenn,D,DEF,0,0.0,0
Marc Staal (D),New York Rangers,21,2,9,11,0.52,14,4,https://www.eliteprospects.com/player/9183/marc-staal,2012-13,nhl,Marc Staal,D,DEF,Marc Staal,10.0,1
John-Michael Liles (D),Toronto Maple Leafs,32,2,9,11,0.34,4,-1,https://www.eliteprospects.com/player/8734/john-michael-liles,2012-13,nhl,John-Michael Liles,D,DEF,0,0.0,0
Jonas Brodin (D),Minnesota Wild,45,2,9,11,0.24,10,3,https://www.eliteprospects.com/player/19980/jonas-brodin,2012-13,nhl,Jonas Brodin,D,DEF,0,0.0,0
Marc Methot (D),Ottawa Senators,47,2,9,11,0.23,31,2,https://www.eliteprospects.com/player/10993/marc-methot,2012-13,nhl,Marc Methot,D,DEF,0,0.0,0
Cam Fowler (D),Anaheim Ducks,37,1,10,11,0.30,4,-4,https://www.eliteprospects.com/player/31261/cam-fowler,2012-13,nhl,Cam Fowler,D,DEF,0,0.0,0
Derek Morris (D),Phoenix Coyotes,39,0,11,11,0.28,36,-6,https://www.eliteprospects.com/player/8963/derek-morris,2012-13,nhl,Derek Morris,D,DEF,0,0.0,0
Guillaume Latendresse (LW/RW),Ottawa Senators,27,6,4,10,0.37,8,-2,https://www.eliteprospects.com/player/9194/guillaume-latendresse,2012-13,nhl,Guillaume Latendresse,LW/RW,FW,0,0.0,0
Maxime Talbot (C/W),Philadelphia Flyers,35,5,5,10,0.29,23,2,https://www.eliteprospects.com/player/9511/maxime-talbot,2012-13,nhl,Maxime Talbot,C/W,FW,0,0.0,0
Nathan Gerbe (C/LW),Buffalo Sabres,42,5,5,10,0.24,14,-3,https://www.eliteprospects.com/player/9216/nathan-gerbe,2012-13,nhl,Nathan Gerbe,C/LW,FW,0,0.0,0
Cal Clutterbuck (RW),Minnesota Wild,42,4,6,10,0.24,27,-5,https://www.eliteprospects.com/player/9359/cal-clutterbuck,2012-13,nhl,Cal Clutterbuck,RW,FW,0,0.0,0
Alexander Burmistrov (C),Winnipeg Jets,44,4,6,10,0.23,14,0,https://www.eliteprospects.com/player/22927/alexander-burmistrov,2012-13,nhl,Alexander Burmistrov,C,FW,0,0.0,0
Dwight King (LW/RW),Los Angeles Kings,47,4,6,10,0.21,11,-3,https://www.eliteprospects.com/player/12539/dwight-king,2012-13,nhl,Dwight King,LW/RW,FW,0,0.0,0
Maxim Lapierre (C),Vancouver Canucks,48,4,6,10,0.21,45,-6,https://www.eliteprospects.com/player/8988/maxim-lapierre,2012-13,nhl,Maxim Lapierre,C,FW,0,0.0,0
Sven Bärtschi (LW),Calgary Flames,20,3,7,10,0.50,6,0,https://www.eliteprospects.com/player/33591/sven-bartschi,2012-13,nhl,Sven Bärtschi,LW,FW,0,0.0,0
T.J. Brennan (D),totals,29,3,7,10,0.34,8,-9,https://www.eliteprospects.com/player/12169/t.j.-brennan,2012-13,nhl,T.J. Brennan,D,DEF,0,0.0,0
André Benoît (D),Ottawa Senators,33,3,7,10,0.30,8,-3,https://www.eliteprospects.com/player/9460/andre-benoit,2012-13,nhl,André Benoît,D,DEF,0,0.0,0
Dmitri Kulikov (D),Florida Panthers,34,3,7,10,0.29,22,-5,https://www.eliteprospects.com/player/11866/dmitri-kulikov,2012-13,nhl,Dmitri Kulikov,D,DEF,0,0.0,0
Ryan Garbutt (W/C),Dallas Stars,36,3,7,10,0.28,32,1,https://www.eliteprospects.com/player/39057/ryan-garbutt,2012-13,nhl,Ryan Garbutt,W/C,FW,0,0.0,0
Emerson Etem (RW/LW),Anaheim Ducks,38,3,7,10,0.26,9,7,https://www.eliteprospects.com/player/20718/emerson-etem,2012-13,nhl,Emerson Etem,RW/LW,FW,0,0.0,0
Michael Frolík (RW/LW),Chicago Blackhawks,45,3,7,10,0.22,8,5,https://www.eliteprospects.com/player/8701/michael-frolik,2012-13,nhl,Michael Frolík,RW/LW,FW,0,0.0,0
Jay Harrison (D),Carolina Hurricanes,47,3,7,10,0.21,51,-10,https://www.eliteprospects.com/player/9522/jay-harrison,2012-13,nhl,Jay Harrison,D,DEF,Jay Harrison,6.0,1
Travis Hamonic (D),New York Islanders,48,3,7,10,0.21,28,-8,https://www.eliteprospects.com/player/17519/travis-hamonic,2012-13,nhl,Travis Hamonic,D,DEF,Travis Hamonic,12.0,1
Jordan Leopold (D),totals,39,2,8,10,0.26,14,-8,https://www.eliteprospects.com/player/8997/jordan-leopold,2012-13,nhl,Jordan Leopold,D,DEF,0,0.0,0
Niklas Hjalmarsson (D),Chicago Blackhawks,46,2,8,10,0.22,22,15,https://www.eliteprospects.com/player/2640/niklas-hjalmarsson,2012-13,nhl,Niklas Hjalmarsson,D,DEF,0,0.0,0
Filip Kuba (D),Florida Panthers,44,1,9,10,0.23,24,-18,https://www.eliteprospects.com/player/8639/filip-kuba,2012-13,nhl,Filip Kuba,D,DEF,0,0.0,0
Jan Hejda (D),Colorado Avalanche,46,1,9,10,0.22,28,-3,https://www.eliteprospects.com/player/8365/jan-hejda,2012-13,nhl,Jan Hejda,D,DEF,0,0.0,0
Ben Lovejoy (D),totals,35,0,10,10,0.29,29,4,https://www.eliteprospects.com/player/13404/ben-lovejoy,2012-13,nhl,Ben Lovejoy,D,DEF,0,0.0,0
Clayton Stoner (D),Minnesota Wild,48,0,10,10,0.21,42,0,https://www.eliteprospects.com/player/11361/clayton-stoner,2012-13,nhl,Clayton Stoner,D,DEF,0,0.0,0
Richard Pánik (RW/LW),Tampa Bay Lightning,25,5,4,9,0.36,4,-2,https://www.eliteprospects.com/player/11849/richard-panik,2012-13,nhl,Richard Pánik,RW/LW,FW,0,0.0,0
Chuck Kobasew (RW),Colorado Avalanche,37,5,4,9,0.24,21,6,https://www.eliteprospects.com/player/9018/chuck-kobasew,2012-13,nhl,Chuck Kobasew,RW,FW,0,0.0,0
Michael Stone (D),Phoenix Coyotes,40,5,4,9,0.23,16,2,https://www.eliteprospects.com/player/11708/michael-stone,2012-13,nhl,Michael Stone,D,DEF,0,0.0,0
Tuomo Ruutu (LW/RW),Carolina Hurricanes,17,4,5,9,0.53,8,-6,https://www.eliteprospects.com/player/2695/tuomo-ruutu,2012-13,nhl,Tuomo Ruutu,LW/RW,FW,0,0.0,0
Wojtek Wolski (LW/RW),Washington Capitals,27,4,5,9,0.33,6,1,https://www.eliteprospects.com/player/8832/wojtek-wolski,2012-13,nhl,Wojtek Wolski,LW/RW,FW,0,0.0,0
Kevin Porter (C/RW),Buffalo Sabres,31,4,5,9,0.29,10,-1,https://www.eliteprospects.com/player/9212/kevin-porter,2012-13,nhl,Kevin Porter,C/RW,FW,0,0.0,0
Riley Nash (C),Carolina Hurricanes,32,4,5,9,0.28,8,-4,https://www.eliteprospects.com/player/12507/riley-nash,2012-13,nhl,Riley Nash,C,FW,0,0.0,0
Paul Postma (D),Winnipeg Jets,34,4,5,9,0.26,6,-5,https://www.eliteprospects.com/player/15032/paul-postma,2012-13,nhl,Paul Postma,D,DEF,0,0.0,0
Alexei Ponikarovsky (LW),totals,42,4,5,9,0.21,14,-1,https://www.eliteprospects.com/player/8658/alexei-ponikarovsky,2012-13,nhl,Alexei Ponikarovsky,LW,FW,0,0.0,0
Leo Komarov (W/C),Toronto Maple Leafs,42,4,5,9,0.21,18,-1,https://www.eliteprospects.com/player/7617/leo-komarov,2012-13,nhl,Leo Komarov,W/C,FW,0,0.0,0
Rich Clune (LW),Nashville Predators,47,4,5,9,0.19,113,3,https://www.eliteprospects.com/player/9364/rich-clune,2012-13,nhl,Rich Clune,LW,FW,0,0.0,0
Jack Hillen (D),Washington Capitals,23,3,6,9,0.39,14,9,https://www.eliteprospects.com/player/17778/jack-hillen,2012-13,nhl,Jack Hillen,D,DEF,0,0.0,0
Derek Dorsett (RW),totals,24,3,6,9,0.38,53,-11,https://www.eliteprospects.com/player/11666/derek-dorsett,2012-13,nhl,Derek Dorsett,RW,FW,0,0.0,0
Jordan Schroeder (C/RW),Vancouver Canucks,31,3,6,9,0.29,4,0,https://www.eliteprospects.com/player/11466/jordan-schroeder,2012-13,nhl,Jordan Schroeder,C/RW,FW,0,0.0,0
David Jones (RW),Colorado Avalanche,33,3,6,9,0.27,6,-11,https://www.eliteprospects.com/player/11426/david-jones,2012-13,nhl,David Jones,RW,FW,David Jones,8.0,1
Chris Kelly (C/LW),Boston Bruins,34,3,6,9,0.26,16,-8,https://www.eliteprospects.com/player/9013/chris-kelly,2012-13,nhl,Chris Kelly,C/LW,FW,0,0.0,0
Lennart Petrell (LW/RW),Edmonton Oilers,35,3,6,9,0.26,4,-4,https://www.eliteprospects.com/player/4279/lennart-petrell,2012-13,nhl,Lennart Petrell,LW/RW,FW,0,0.0,0
Reilly Smith (RW/LW),Dallas Stars,37,3,6,9,0.24,8,0,https://www.eliteprospects.com/player/33903/reilly-smith,2012-13,nhl,Reilly Smith,RW/LW,FW,0,0.0,0
Nikita Nikitin (D),Columbus Blue Jackets,38,3,6,9,0.24,17,2,https://www.eliteprospects.com/player/12241/nikita-nikitin,2012-13,nhl,Nikita Nikitin,D,DEF,Nikita Nikitin,1.0,1
Craig Adams (RW),Pittsburgh Penguins,48,3,6,9,0.19,28,-1,https://www.eliteprospects.com/player/8756/craig-adams,2012-13,nhl,Craig Adams,RW,FW,0,0.0,0
Dainius Zubrus (W/C),New Jersey Devils,22,2,7,9,0.41,12,-3,https://www.eliteprospects.com/player/8632/dainius-zubrus,2012-13,nhl,Dainius Zubrus,W/C,FW,0,0.0,0
Aaron Palushaj (RW/LW),Colorado Avalanche,25,2,7,9,0.36,8,-2,https://www.eliteprospects.com/player/12513/aaron-palushaj,2012-13,nhl,Aaron Palushaj,RW/LW,FW,0,0.0,0
Josh Gorges (D),Montréal Canadiens,48,2,7,9,0.19,15,4,https://www.eliteprospects.com/player/9164/josh-gorges,2012-13,nhl,Josh Gorges,D,DEF,0,0.0,0
Joni Pitkänen (D),Carolina Hurricanes,22,1,8,9,0.41,12,2,https://www.eliteprospects.com/player/2697/joni-pitkanen,2012-13,nhl,Joni Pitkänen,D,DEF,0,0.0,0
Marc-André Bergeron (D),totals,25,1,8,9,0.36,9,-4,https://www.eliteprospects.com/player/5672/marc-andre-bergeron,2012-13,nhl,Marc-André Bergeron,D,DEF,0,0.0,0
Mike Weaver (D),Florida Panthers,27,1,8,9,0.33,8,-3,https://www.eliteprospects.com/player/8814/mike-weaver,2012-13,nhl,Mike Weaver,D,DEF,0,0.0,0
Steve Oleksy (D),Washington Capitals,28,1,8,9,0.32,33,9,https://www.eliteprospects.com/player/33848/steve-oleksy,2012-13,nhl,Steve Oleksy,D,DEF,0,0.0,0
Francis Bouillon (D),Montréal Canadiens,48,1,8,9,0.19,21,4,https://www.eliteprospects.com/player/5371/francis-bouillon,2012-13,nhl,Francis Bouillon,D,DEF,0,0.0,0
Nick Schultz (D),Edmonton Oilers,48,1,8,9,0.19,24,-13,https://www.eliteprospects.com/player/8597/nick-schultz,2012-13,nhl,Nick Schultz,D,DEF,0,0.0,0
Tim Gleason (D),Carolina Hurricanes,42,0,9,9,0.21,40,-3,https://www.eliteprospects.com/player/9162/tim-gleason,2012-13,nhl,Tim Gleason,D,DEF,Tim Gleason,10.0,1
Ryan Malone (LW),Tampa Bay Lightning,24,6,2,8,0.33,22,-3,https://www.eliteprospects.com/player/8721/ryan-malone,2012-13,nhl,Ryan Malone,LW,FW,0,0.0,0
Cory Emmerton (C),Detroit Red Wings,48,5,3,8,0.17,4,-1,https://www.eliteprospects.com/player/9348/cory-emmerton,2012-13,nhl,Cory Emmerton,C,FW,0,0.0,0
Matt Hendricks (LW/C),Washington Capitals,48,5,3,8,0.17,73,-6,https://www.eliteprospects.com/player/11554/matt-hendricks,2012-13,nhl,Matt Hendricks,LW/C,FW,0,0.0,0
Matthew Lombardi (C),totals,28,4,4,8,0.29,8,-2,https://www.eliteprospects.com/player/8999/matthew-lombardi,2012-13,nhl,Matthew Lombardi,C,FW,0,0.0,0
